"year","transect","position","species","phylum","common_name_division","subtidal","intertidal","solitary_colonial","adult_body_size_bin","calcareous","motility_adult","herbivore","predator","omnivore","deposit_feeder","filter_suspension","scavenger","trophic_level","benthic","pelagic","epibiotic"
1991,15,"exposed","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1995,15,"exposed","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1996,15,"exposed","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1998,15,"exposed","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
2000,15,"exposed","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
2004,15,"exposed","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1982,20,"exposed","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1983,20,"exposed","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1984,20,"exposed","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1989,20,"exposed","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1990,20,"exposed","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1991,20,"exposed","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1992,20,"exposed","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1993,20,"exposed","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1994,20,"exposed","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1998,20,"exposed","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
2000,20,"exposed","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
2002,20,"exposed","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
2005,20,"exposed","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1987,22,"exposed","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1984,24,"exposed","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1985,24,"exposed","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1987,24,"exposed","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1988,24,"exposed","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1992,24,"exposed","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1993,24,"exposed","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1994,24,"exposed","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1996,24,"exposed","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1983,26,"sheltered","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1984,26,"sheltered","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1987,26,"sheltered","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1988,26,"sheltered","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1989,26,"sheltered","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1993,26,"sheltered","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1994,26,"sheltered","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1996,26,"sheltered","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1998,26,"sheltered","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1999,26,"sheltered","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
2000,26,"sheltered","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
2002,26,"sheltered","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
2003,26,"sheltered","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
2004,26,"sheltered","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
2006,26,"sheltered","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1982,28,"sheltered","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1983,28,"sheltered","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1985,28,"sheltered","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1987,28,"sheltered","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1988,28,"sheltered","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1989,28,"sheltered","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1990,28,"sheltered","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1992,28,"sheltered","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1993,28,"sheltered","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1994,28,"sheltered","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1995,28,"sheltered","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1998,28,"sheltered","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
2000,28,"sheltered","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
2002,28,"sheltered","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
2006,28,"sheltered","Testudinalia testudinalis","Mollusca","Gastropod","yes","no","solitary","SC2","yes","sessile","yes","no","no","no","no","no","primary consumer","yes","no","yes"
1982,2,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1983,2,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1984,2,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1985,2,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1986,2,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1987,2,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1988,2,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1989,2,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1990,2,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1991,2,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1992,2,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1993,2,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1994,2,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1995,2,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1998,2,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
2004,2,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1982,5,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1983,5,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1985,5,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1986,5,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1987,5,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1988,5,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1989,5,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1990,5,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1992,5,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1993,5,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1994,5,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1995,5,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1998,5,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1999,5,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
2000,5,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
2003,5,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
2004,5,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
2005,5,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
2006,5,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1983,7,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1984,7,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1985,7,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1986,7,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1988,7,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1989,7,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1990,7,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1992,7,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1993,7,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1994,7,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1995,7,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1998,7,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1999,7,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
2000,7,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
2001,7,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
2002,7,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
2005,7,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
2006,7,"sheltered","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1982,15,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1983,15,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1984,15,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1988,15,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1989,15,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1990,15,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1991,15,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1992,15,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1993,15,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1994,15,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1995,15,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1996,15,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1997,15,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1998,15,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1999,15,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
2000,15,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
2001,15,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
2002,15,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
2003,15,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
2004,15,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
2005,15,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1982,20,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1983,20,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1984,20,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1988,20,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1990,20,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1991,20,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1992,20,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1993,20,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1994,20,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1996,20,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1997,20,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1998,20,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1999,20,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
2000,20,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
2001,20,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
2002,20,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
2003,20,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
2004,20,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
2005,20,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
2006,20,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1983,22,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1984,22,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1985,22,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1986,22,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1987,22,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1988,22,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1989,22,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1991,22,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1993,22,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1994,22,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1995,22,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1996,22,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1997,22,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1998,22,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
1999,22,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
2000,22,"exposed","Amphipoda","Arthropoda","Crustacean","no","yes","solitary","SC1","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","yes","yes"
