"year","transect","position","species","group","common_name_division_bgr","body_size_avg_bin","calcareous","dietary_pref_c","trophic_level","motility_juv","motility_adult","benthic","epibiotic","intertidal","subtidal"
2001,20,"exposed","Modiolus modiolus","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2001,22,"exposed","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2001,22,"exposed","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2001,22,"exposed","Modiolus modiolus","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2001,26,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2001,26,"sheltered","Schizoporella unicornis","Invertebrate","Bryozoan","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2002,7,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2002,7,"sheltered","Metridium dianthus","Invertebrate","Anemone","small-medium","no","predator","secondary consumer","motile","sessile","yes","yes","yes","no"
2002,7,"sheltered","Modiolus modiolus","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2002,7,"sheltered","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2002,15,"exposed","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2002,15,"exposed","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2002,15,"exposed","Modiolus modiolus","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2002,20,"exposed","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2002,20,"exposed","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2002,20,"exposed","Modiolus modiolus","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2002,22,"exposed","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2002,22,"exposed","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2002,26,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2002,26,"sheltered","Metridium dianthus","Invertebrate","Anemone","small-medium","no","predator","secondary consumer","motile","sessile","yes","yes","yes","no"
2002,26,"sheltered","Cryptosula pallasiana","Invertebrate","Bryozoan","medium-large","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2002,26,"sheltered","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2002,26,"sheltered","Halichondria panicea","Invertebrate","Sponge","medium","no","filter-suspension","primary consumer","motile","sessile","yes","yes","no","yes"
2002,28,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2002,28,"sheltered","Cryptosula pallasiana","Invertebrate","Bryozoan","medium-large","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2002,28,"sheltered","Modiolus modiolus","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2002,28,"sheltered","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2003,5,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2003,5,"sheltered","Cryptosula pallasiana","Invertebrate","Bryozoan","medium-large","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2003,5,"sheltered","Anomia simplex","Invertebrate","Bivalve","small","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
2003,5,"sheltered","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2003,15,"exposed","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2003,15,"exposed","Cryptosula pallasiana","Invertebrate","Bryozoan","medium-large","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2003,15,"exposed","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2003,15,"exposed","Modiolus modiolus","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2003,20,"exposed","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2003,20,"exposed","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2003,20,"exposed","Modiolus modiolus","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2003,22,"exposed","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2003,22,"exposed","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2003,26,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2003,26,"sheltered","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2003,26,"sheltered","Modiolus modiolus","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2004,2,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2004,2,"sheltered","Modiolus modiolus","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2004,2,"sheltered","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2004,5,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2004,5,"sheltered","Modiolus modiolus","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2004,5,"sheltered","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2004,5,"sheltered","Cryptosula pallasiana","Invertebrate","Bryozoan","medium-large","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2004,5,"sheltered","Anomia simplex","Invertebrate","Bivalve","small","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
2004,15,"exposed","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2004,15,"exposed","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2004,15,"exposed","Modiolus modiolus","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2004,20,"exposed","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2004,20,"exposed","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2004,20,"exposed","Modiolus modiolus","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2004,20,"exposed","Anomia simplex","Invertebrate","Bivalve","small","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
2004,22,"exposed","Cryptosula pallasiana","Invertebrate","Bryozoan","medium-large","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2004,22,"exposed","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2004,22,"exposed","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2004,22,"exposed","Modiolus modiolus","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2004,22,"exposed","Anomia simplex","Invertebrate","Bivalve","small","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
2004,26,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2004,26,"sheltered","Modiolus modiolus","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2005,5,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2005,5,"sheltered","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2005,7,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2005,7,"sheltered","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2005,7,"sheltered","Anomia simplex","Invertebrate","Bivalve","small","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
2005,7,"sheltered","Modiolus modiolus","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2005,15,"exposed","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2005,15,"exposed","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2005,20,"exposed","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2005,20,"exposed","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2006,5,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2006,7,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2006,7,"sheltered","Modiolus modiolus","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2006,7,"sheltered","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2006,7,"sheltered","Metridium dianthus","Invertebrate","Anemone","small-medium","no","predator","secondary consumer","motile","sessile","yes","yes","yes","no"
2006,7,"sheltered","Anomia simplex","Invertebrate","Bivalve","small","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
2006,20,"exposed","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2006,20,"exposed","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2006,20,"exposed","Modiolus modiolus","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2006,22,"exposed","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2006,22,"exposed","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2006,22,"exposed","Modiolus modiolus","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2006,26,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2006,28,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2006,28,"sheltered","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2006,28,"sheltered","Modiolus modiolus","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2008,15,"exposed","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2008,15,"exposed","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2009,5,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2009,5,"sheltered","Dynamena pumila","Invertebrate","Hydrozoan","very small","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
2009,15,"exposed","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2009,15,"exposed","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2009,15,"exposed","Modiolus modiolus","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2009,20,"exposed","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2009,20,"exposed","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2009,20,"exposed","Dynamena pumila","Invertebrate","Hydrozoan","very small","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
2009,20,"exposed","Modiolus modiolus","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2009,22,"exposed","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2009,22,"exposed","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2009,22,"exposed","Modiolus modiolus","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2009,26,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2009,26,"sheltered","Dynamena pumila","Invertebrate","Hydrozoan","very small","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
2009,26,"sheltered","Metridium dianthus","Invertebrate","Anemone","small-medium","no","predator","secondary consumer","motile","sessile","yes","yes","yes","no"
2009,26,"sheltered","Modiolus modiolus","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2009,26,"sheltered","Electra pilosa","Invertebrate","Bryozoan","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2009,26,"sheltered","Hiatella arctica","Invertebrate","Bivalve","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
2009,28,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2009,28,"sheltered","Modiolus modiolus","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2009,28,"sheltered","Electra pilosa","Invertebrate","Bryozoan","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2009,28,"sheltered","Didemnum vexillum","Invertebrate","Tunicate","small","no","filter-suspension","primary consumer","sessile","sessile","yes","yes","yes","yes"
2009,28,"sheltered","Halichondria panicea","Invertebrate","Sponge","medium","no","filter-suspension","primary consumer","motile","sessile","yes","yes","no","yes"
2010,5,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2010,5,"sheltered","Modiolus modiolus","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2010,5,"sheltered","Cryptosula pallasiana","Invertebrate","Bryozoan","medium-large","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2010,5,"sheltered","Spirorbis","Invertebrate","Annelid worm","very small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2010,5,"sheltered","Botrylloides violaceus","Invertebrate","Tunicate","medium","no","filter-suspension","primary consumer","motile","sessile","yes","yes","no","yes"
2010,5,"sheltered","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2010,5,"sheltered","Halichondria panicea","Invertebrate","Sponge","medium","no","filter-suspension","primary consumer","motile","sessile","yes","yes","no","yes"
2010,15,"exposed","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2010,15,"exposed","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2010,28,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2010,28,"sheltered","Diadumene lineata","Invertebrate","Anemone","small","no","predator","secondary consumer","motile","sessile","yes","yes","yes","yes"
2010,28,"sheltered","Metridium dianthus","Invertebrate","Anemone","small-medium","no","predator","secondary consumer","motile","sessile","yes","yes","yes","no"
2010,28,"sheltered","Dynamena pumila","Invertebrate","Hydrozoan","very small","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
2010,28,"sheltered","Electra pilosa","Invertebrate","Bryozoan","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2010,28,"sheltered","Bugula neritina","Invertebrate","Bryozoan","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2010,28,"sheltered","Halichondria panicea","Invertebrate","Sponge","medium","no","filter-suspension","primary consumer","motile","sessile","yes","yes","no","yes"
2010,28,"sheltered","Botrylloides violaceus","Invertebrate","Tunicate","medium","no","filter-suspension","primary consumer","motile","sessile","yes","yes","no","yes"
2011,5,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2011,7,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2011,7,"sheltered","Halichondria panicea","Invertebrate","Sponge","medium","no","filter-suspension","primary consumer","motile","sessile","yes","yes","no","yes"
2011,15,"exposed","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2011,15,"exposed","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2011,15,"exposed","Modiolus modiolus","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2011,20,"exposed","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2011,20,"exposed","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2011,26,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2012,5,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2012,5,"sheltered","Metridium dianthus","Invertebrate","Anemone","small-medium","no","predator","secondary consumer","motile","sessile","yes","yes","yes","no"
2012,5,"sheltered","Modiolus modiolus","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2012,5,"sheltered","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2012,7,"sheltered","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2012,7,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2012,7,"sheltered","Metridium dianthus","Invertebrate","Anemone","small-medium","no","predator","secondary consumer","motile","sessile","yes","yes","yes","no"
2012,7,"sheltered","Cryptosula pallasiana","Invertebrate","Bryozoan","medium-large","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2012,7,"sheltered","Didemnum vexillum","Invertebrate","Tunicate","small","no","filter-suspension","primary consumer","sessile","sessile","yes","yes","yes","yes"
2012,7,"sheltered","Schizoporella unicornis","Invertebrate","Bryozoan","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2012,15,"exposed","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2012,15,"exposed","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2012,26,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2012,26,"sheltered","Metridium dianthus","Invertebrate","Anemone","small-medium","no","predator","secondary consumer","motile","sessile","yes","yes","yes","no"
2012,26,"sheltered","Modiolus modiolus","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2012,26,"sheltered","Cryptosula pallasiana","Invertebrate","Bryozoan","medium-large","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2012,26,"sheltered","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2013,5,"sheltered","Dynamena pumila","Invertebrate","Hydrozoan","very small","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
2013,5,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2013,5,"sheltered","Didemnum vexillum","Invertebrate","Tunicate","small","no","filter-suspension","primary consumer","sessile","sessile","yes","yes","yes","yes"
2013,7,"sheltered","Cryptosula pallasiana","Invertebrate","Bryozoan","medium-large","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2013,7,"sheltered","Didemnum vexillum","Invertebrate","Tunicate","small","no","filter-suspension","primary consumer","sessile","sessile","yes","yes","yes","yes"
2013,7,"sheltered","Schizoporella unicornis","Invertebrate","Bryozoan","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2014,5,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2014,5,"sheltered","Schizoporella unicornis","Invertebrate","Bryozoan","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2014,5,"sheltered","Didemnum vexillum","Invertebrate","Tunicate","small","no","filter-suspension","primary consumer","sessile","sessile","yes","yes","yes","yes"
2014,7,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2014,15,"exposed","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2014,15,"exposed","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2014,26,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2014,26,"sheltered","Modiolus modiolus","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2014,26,"sheltered","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2014,26,"sheltered","Cryptosula pallasiana","Invertebrate","Bryozoan","medium-large","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2015,5,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2015,7,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2015,15,"exposed","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2015,15,"exposed","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2015,15,"exposed","Modiolus modiolus","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2015,20,"exposed","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2015,20,"exposed","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2015,20,"exposed","Modiolus modiolus","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2015,26,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2016,5,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2016,5,"sheltered","Modiolus modiolus","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2016,5,"sheltered","Membranipora membranacea","Invertebrate","Bryozoan","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2016,5,"sheltered","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2016,7,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2016,7,"sheltered","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2016,7,"sheltered","Electra pilosa","Invertebrate","Bryozoan","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2016,7,"sheltered","Membranipora membranacea","Invertebrate","Bryozoan","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
2016,15,"exposed","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
2016,15,"exposed","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
