"year","transect","position","species","group","common_name_division_bgr","turf_subcanopy_canopy_algae","macrophyte","leathery","corticated","foliose","crustose","articulated","calcareous","body_size_avg_bin","benthic","epibiotic","intertidal","subtidal"
1985,19,"exposed","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1985,19,"exposed","Fucus distichus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1985,19,"exposed","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1985,19,"exposed","Ceramium virgatum","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium-large","yes","yes","yes","yes"
1985,19,"exposed","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1985,19,"exposed","Corallina officinalis","Algae","Red Algae","Turf","no","no","yes","yes","no","yes","yes","medium","yes","yes","yes","no"
1985,22,"exposed","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1985,22,"exposed","Fucus distichus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1985,22,"exposed","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1985,22,"exposed","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1985,23,"exposed","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1985,23,"exposed","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1985,23,"exposed","Ceramium virgatum","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium-large","yes","yes","yes","yes"
1985,23,"exposed","Elachista fucicola","Algae","Brown Algae","Turf","no","no","no","no","no","no","no","small-medium","no","yes","yes","no"
1985,23,"exposed","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1985,24,"exposed","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1985,24,"exposed","Ascophyllum nodosum","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","large","no","yes","yes","yes"
1985,24,"exposed","Ceramium virgatum","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium-large","yes","yes","yes","yes"
1985,24,"exposed","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1985,24,"exposed","Fucus distichus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1985,24,"exposed","Phymatolithon lenormandii","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","yes","yes","no"
1985,24,"exposed","Plumaria plumosa","Algae","Red Algae","Turf","yes","no","yes","no","no","no","no","medium","yes","yes","yes","yes"
1985,24,"exposed","Ulva lactuca","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium-large","yes","yes","yes","no"
1985,24,"exposed","Fucus vesiculosus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1985,24,"exposed","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1985,24,"exposed","Chaetomorpha ligustica","Algae","Green Algae","Turf","no","no","yes","yes","no","no","no","large","no","yes","yes","yes"
1985,24,"exposed","Ulva intestinalis","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium","yes","yes","yes","no"
1985,24,"exposed","Polysiphonia","Algae","Red Algae","Turf","no","no","no","no","no","no","no","medium-large","yes","yes","yes","yes"
1985,24,"exposed","Porphyra","Algae","Red Algae","Turf","no","no","no","yes","no","no","no","large","yes","no","yes","yes"
1985,26,"sheltered","Ascophyllum nodosum","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","large","no","yes","yes","yes"
1985,26,"sheltered","Fucus vesiculosus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1985,26,"sheltered","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1985,26,"sheltered","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1985,26,"sheltered","Chaetomorpha ligustica","Algae","Green Algae","Turf","no","no","yes","yes","no","no","no","large","no","yes","yes","yes"
1985,26,"sheltered","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1985,26,"sheltered","Saccharina latissima","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","very large","yes","yes","yes","yes"
1985,27,"sheltered","Ascophyllum nodosum","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","large","no","yes","yes","yes"
1985,27,"sheltered","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1985,27,"sheltered","Fucus distichus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1985,27,"sheltered","Fucus vesiculosus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1985,27,"sheltered","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1985,27,"sheltered","Phymatolithon lenormandii","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","yes","yes","no"
1985,27,"sheltered","Ulva intestinalis","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium","yes","yes","yes","no"
1985,27,"sheltered","Ulva lactuca","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium-large","yes","yes","yes","no"
1985,27,"sheltered","Ceramium virgatum","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium-large","yes","yes","yes","yes"
1985,27,"sheltered","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1985,28,"sheltered","Ascophyllum nodosum","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","large","no","yes","yes","yes"
1985,28,"sheltered","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1985,28,"sheltered","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1985,28,"sheltered","Leathesia marina","Algae","Brown Algae","Subcanopy","no","no","no","no","no","no","no","medium","yes","yes","yes","yes"
1985,28,"sheltered","Ulva intestinalis","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium","yes","yes","yes","no"
1985,28,"sheltered","Ulva lactuca","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium-large","yes","yes","yes","no"
1986,1,"sheltered","Ascophyllum nodosum","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","large","no","yes","yes","yes"
1986,1,"sheltered","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1986,1,"sheltered","Fucus vesiculosus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1986,1,"sheltered","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1986,1,"sheltered","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1986,1,"sheltered","Ulva intestinalis","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium","yes","yes","yes","no"
1986,1,"sheltered","Chaetomorpha ligustica","Algae","Green Algae","Turf","no","no","yes","yes","no","no","no","large","no","yes","yes","yes"
1986,1,"sheltered","Ulva lactuca","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium-large","yes","yes","yes","no"
1986,2,"sheltered","Prasiola stipitata","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","small-medium","yes","no","yes","no"
1986,2,"sheltered","Ascophyllum nodosum","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","large","no","yes","yes","yes"
1986,2,"sheltered","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1986,2,"sheltered","Fucus vesiculosus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1986,2,"sheltered","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1986,2,"sheltered","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1986,2,"sheltered","Ceramium virgatum","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium-large","yes","yes","yes","yes"
1986,2,"sheltered","Plumaria plumosa","Algae","Red Algae","Turf","yes","no","yes","no","no","no","no","medium","yes","yes","yes","yes"
1986,2,"sheltered","Leathesia marina","Algae","Brown Algae","Subcanopy","no","no","no","no","no","no","no","medium","yes","yes","yes","yes"
1986,5,"sheltered","Ascophyllum nodosum","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","large","no","yes","yes","yes"
1986,5,"sheltered","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1986,5,"sheltered","Fucus vesiculosus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1986,5,"sheltered","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1986,5,"sheltered","Corallina officinalis","Algae","Red Algae","Turf","no","no","yes","yes","no","yes","yes","medium","yes","yes","yes","no"
1986,5,"sheltered","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1986,5,"sheltered","Chaetomorpha ligustica","Algae","Green Algae","Turf","no","no","yes","yes","no","no","no","large","no","yes","yes","yes"
1986,7,"sheltered","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1986,7,"sheltered","Ascophyllum nodosum","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","large","no","yes","yes","yes"
1986,7,"sheltered","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1986,7,"sheltered","Fucus vesiculosus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1986,7,"sheltered","Fucus distichus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1986,7,"sheltered","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1986,7,"sheltered","Ulva lactuca","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium-large","yes","yes","yes","no"
1986,7,"sheltered","Polysiphonia","Algae","Red Algae","Turf","no","no","no","no","no","no","no","medium-large","yes","yes","yes","yes"
1986,7,"sheltered","Chaetomorpha ligustica","Algae","Green Algae","Turf","no","no","yes","yes","no","no","no","large","no","yes","yes","yes"
1986,7,"sheltered","Ulva intestinalis","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium","yes","yes","yes","no"
1986,7,"sheltered","Elachista fucicola","Algae","Brown Algae","Turf","no","no","no","no","no","no","no","small-medium","no","yes","yes","no"
1986,7,"sheltered","Porphyra","Algae","Red Algae","Turf","no","no","no","yes","no","no","no","large","yes","no","yes","yes"
1986,13,"exposed","Ascophyllum nodosum","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","large","no","yes","yes","yes"
1986,13,"exposed","Ceramium virgatum","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium-large","yes","yes","yes","yes"
1986,13,"exposed","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1986,13,"exposed","Elachista fucicola","Algae","Brown Algae","Turf","no","no","no","no","no","no","no","small-medium","no","yes","yes","no"
1986,13,"exposed","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1986,13,"exposed","Polysiphonia","Algae","Red Algae","Turf","no","no","no","no","no","no","no","medium-large","yes","yes","yes","yes"
1986,13,"exposed","Ptilota serrata","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium-large","yes","no","yes","yes"
1986,15,"exposed","Ceramium virgatum","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium-large","yes","yes","yes","yes"
1986,15,"exposed","Fucus distichus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1986,15,"exposed","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1986,15,"exposed","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1986,15,"exposed","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1986,17,"exposed","Ulva intestinalis","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium","yes","yes","yes","no"
1986,17,"exposed","Ascophyllum nodosum","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","large","no","yes","yes","yes"
1986,17,"exposed","Fucus distichus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1986,17,"exposed","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1986,19,"exposed","Fucus distichus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1986,19,"exposed","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1986,19,"exposed","Pylaiella littoralis","Algae","Brown Algae","Turf","no","no","no","no","no","no","no","medium","yes","yes","yes","yes"
1986,19,"exposed","Ulva lactuca","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium-large","yes","yes","yes","no"
1986,19,"exposed","Ceramium virgatum","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium-large","yes","yes","yes","yes"
1986,19,"exposed","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1986,19,"exposed","Leathesia marina","Algae","Brown Algae","Subcanopy","no","no","no","no","no","no","no","medium","yes","yes","yes","yes"
1986,19,"exposed","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1986,20,"exposed","Leathesia marina","Algae","Brown Algae","Subcanopy","no","no","no","no","no","no","no","medium","yes","yes","yes","yes"
1986,20,"exposed","Fucus distichus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1986,20,"exposed","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1986,20,"exposed","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1986,20,"exposed","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1986,21,"exposed","Fucus distichus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1986,21,"exposed","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1986,21,"exposed","Ceramium virgatum","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium-large","yes","yes","yes","yes"
1986,21,"exposed","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1986,21,"exposed","Ascophyllum nodosum","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","large","no","yes","yes","yes"
1986,21,"exposed","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1986,24,"exposed","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1986,24,"exposed","Ascophyllum nodosum","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","large","no","yes","yes","yes"
1986,24,"exposed","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1986,24,"exposed","Ulva lactuca","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium-large","yes","yes","yes","no"
1986,24,"exposed","Plumaria plumosa","Algae","Red Algae","Turf","yes","no","yes","no","no","no","no","medium","yes","yes","yes","yes"
1986,24,"exposed","Chaetomorpha ligustica","Algae","Green Algae","Turf","no","no","yes","yes","no","no","no","large","no","yes","yes","yes"
1986,24,"exposed","Fucus distichus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1986,24,"exposed","Fucus vesiculosus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1986,24,"exposed","Cystoclonium purpureum","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","large","yes","no","yes","yes"
1986,24,"exposed","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1986,24,"exposed","Ulva intestinalis","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium","yes","yes","yes","no"
1986,24,"exposed","Porphyra","Algae","Red Algae","Turf","no","no","no","yes","no","no","no","large","yes","no","yes","yes"
1986,24,"exposed","Corallina officinalis","Algae","Red Algae","Turf","no","no","yes","yes","no","yes","yes","medium","yes","yes","yes","no"
1986,26,"sheltered","Ascophyllum nodosum","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","large","no","yes","yes","yes"
1986,26,"sheltered","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1986,26,"sheltered","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1986,26,"sheltered","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1986,27,"sheltered","Ascophyllum nodosum","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","large","no","yes","yes","yes"
1986,27,"sheltered","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1986,27,"sheltered","Fucus distichus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1986,27,"sheltered","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1986,27,"sheltered","Fucus vesiculosus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1986,27,"sheltered","Phymatolithon lenormandii","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","yes","yes","no"
1986,27,"sheltered","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1986,27,"sheltered","Ulva lactuca","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium-large","yes","yes","yes","no"
1987,2,"sheltered","Prasiola stipitata","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","small-medium","yes","no","yes","no"
1987,2,"sheltered","Fucus distichus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1987,2,"sheltered","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1987,2,"sheltered","Ascophyllum nodosum","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","large","no","yes","yes","yes"
1987,2,"sheltered","Fucus vesiculosus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1987,2,"sheltered","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1987,2,"sheltered","Corallina officinalis","Algae","Red Algae","Turf","no","no","yes","yes","no","yes","yes","medium","yes","yes","yes","no"
1987,2,"sheltered","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1987,2,"sheltered","Ceramium virgatum","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium-large","yes","yes","yes","yes"
1987,2,"sheltered","Ulva lactuca","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium-large","yes","yes","yes","no"
1987,5,"sheltered","Ascophyllum nodosum","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","large","no","yes","yes","yes"
1987,5,"sheltered","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1987,5,"sheltered","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1987,5,"sheltered","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1987,5,"sheltered","Phymatolithon lenormandii","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","yes","yes","no"
1987,5,"sheltered","Chaetomorpha ligustica","Algae","Green Algae","Turf","no","no","yes","yes","no","no","no","large","no","yes","yes","yes"
1987,5,"sheltered","Ulva lactuca","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium-large","yes","yes","yes","no"
1987,5,"sheltered","Corallina officinalis","Algae","Red Algae","Turf","no","no","yes","yes","no","yes","yes","medium","yes","yes","yes","no"
1987,5,"sheltered","Saccharina latissima","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","very large","yes","yes","yes","yes"
1987,7,"sheltered","Prasiola stipitata","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","small-medium","yes","no","yes","no"
1987,7,"sheltered","Ascophyllum nodosum","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","large","no","yes","yes","yes"
1987,7,"sheltered","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1987,7,"sheltered","Polysiphonia","Algae","Red Algae","Turf","no","no","no","no","no","no","no","medium-large","yes","yes","yes","yes"
1987,7,"sheltered","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1987,7,"sheltered","Elachista fucicola","Algae","Brown Algae","Turf","no","no","no","no","no","no","no","small-medium","no","yes","yes","no"
1987,7,"sheltered","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1987,7,"sheltered","Ceramium virgatum","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium-large","yes","yes","yes","yes"
1987,7,"sheltered","Ulva intestinalis","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium","yes","yes","yes","no"
1987,7,"sheltered","Ulva lactuca","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium-large","yes","yes","yes","no"
1987,7,"sheltered","Porphyra","Algae","Red Algae","Turf","no","no","no","yes","no","no","no","large","yes","no","yes","yes"
1987,7,"sheltered","Saccharina latissima","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","very large","yes","yes","yes","yes"
1987,13,"exposed","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1987,13,"exposed","Ceramium virgatum","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium-large","yes","yes","yes","yes"
1987,13,"exposed","Fucus distichus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1987,13,"exposed","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1987,13,"exposed","Ascophyllum nodosum","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","large","no","yes","yes","yes"
1987,13,"exposed","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1987,13,"exposed","Corallina officinalis","Algae","Red Algae","Turf","no","no","yes","yes","no","yes","yes","medium","yes","yes","yes","no"
1987,13,"exposed","Saccharina latissima","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","very large","yes","yes","yes","yes"
1987,13,"exposed","Porphyra","Algae","Red Algae","Turf","no","no","no","yes","no","no","no","large","yes","no","yes","yes"
1987,13,"exposed","Ulva lactuca","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium-large","yes","yes","yes","no"
1987,15,"exposed","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1987,15,"exposed","Ceramium virgatum","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium-large","yes","yes","yes","yes"
1987,15,"exposed","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1987,15,"exposed","Chordaria flagelliformis","Algae","Brown Algae","Turf","no","no","yes","yes","no","no","no","large","no","yes","yes","yes"
1987,15,"exposed","Alaria esculenta","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","very large","no","yes","yes","yes"
1987,15,"exposed","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1987,15,"exposed","Porphyra","Algae","Red Algae","Turf","no","no","no","yes","no","no","no","large","yes","no","yes","yes"
1987,19,"exposed","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1987,19,"exposed","Ascophyllum nodosum","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","large","no","yes","yes","yes"
1987,19,"exposed","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1987,19,"exposed","Ceramium virgatum","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium-large","yes","yes","yes","yes"
1987,19,"exposed","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1987,19,"exposed","Porphyra","Algae","Red Algae","Turf","no","no","no","yes","no","no","no","large","yes","no","yes","yes"
1987,20,"exposed","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1987,20,"exposed","Leathesia marina","Algae","Brown Algae","Subcanopy","no","no","no","no","no","no","no","medium","yes","yes","yes","yes"
1987,20,"exposed","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1987,20,"exposed","Spongomorpha aeruginosa","Algae","Green Algae","Turf","no","no","no","no","no","no","no","small-medium","no","yes","yes","no"
