"year","transect","position","species","phylum","group","common_name_division_bgr","invasive_gom","intertidal_gom","subtidal_gom","autotroph","erect_morphology_growth_form","foliose_morphology_growth_form","filamentous_morphology_growth_form","crustose_morphology_growth_form","globular_morphology_growth_form","leathery_external_morphology","branched_external_morphology","saccate_external_morphology","corticated_internal_anatomy","space_use_canopy_gom","space_use_subcanopy_gom","space_use_turf_gom","potential_asexual_reproduction","perennial_gom","epilithic_env_position","epibiotic_env_position_gom"
1985,24,"exposed","Plumaria plumosa","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","no ","yes","yes","yes","yes","yes"
1985,24,"exposed","Ulva lactuca","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no ","yes","no ","yes","no","yes","yes"
1985,24,"exposed","Fucus vesiculosus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
1985,24,"exposed","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1985,24,"exposed","Ulva intestinalis","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no ","yes","no ","yes","no","yes","yes"
1985,24,"exposed","Polysiphonia","Rhodophyta","Algae","Red Algae","yes/no","yes","yes","yes","yes","no","yes","no","no","no","yes","no","no","no ","no ","yes","yes","yes","yes","yes"
1985,24,"exposed","Porphyra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","yes","no","no","no","no","yes","no","no","no ","yes","no ","no","yes","yes","no"
1985,26,"sheltered","Ascophyllum nodosum","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
1985,26,"sheltered","Fucus vesiculosus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
1985,26,"sheltered","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
1985,26,"sheltered","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1985,26,"sheltered","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
1985,26,"sheltered","Saccharina latissima","Ochrophyta","Algae","Brown Algae","no","yes","yes","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
1985,27,"sheltered","Ascophyllum nodosum","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
1985,27,"sheltered","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
1985,27,"sheltered","Fucus distichus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
1985,27,"sheltered","Fucus vesiculosus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
1985,27,"sheltered","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
1985,27,"sheltered","Phymatolithon lenormandii","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
1985,27,"sheltered","Ulva intestinalis","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no ","yes","no ","yes","no","yes","yes"
1985,27,"sheltered","Ulva lactuca","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no ","yes","no ","yes","no","yes","yes"
1985,27,"sheltered","Ceramium virgatum","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","yes","no","no","no","yes","no","no","no ","no ","yes","no","yes","yes","yes"
1985,27,"sheltered","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1985,28,"sheltered","Ascophyllum nodosum","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
1985,28,"sheltered","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
1985,28,"sheltered","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1985,28,"sheltered","Leathesia marina","Ochrophyta","Algae","Brown Algae","no","yes","yes","yes","yes","no","no","no","yes","no","no","yes","yes","no ","yes","no ","yes","no","yes","yes"
1985,28,"sheltered","Ulva intestinalis","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no ","yes","no ","yes","no","yes","yes"
1985,28,"sheltered","Ulva lactuca","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no ","yes","no ","yes","no","yes","yes"
1986,1,"sheltered","Ascophyllum nodosum","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
1986,1,"sheltered","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
1986,1,"sheltered","Fucus vesiculosus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
1986,1,"sheltered","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1986,1,"sheltered","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
1986,1,"sheltered","Ulva intestinalis","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no ","yes","no ","yes","no","yes","yes"
1986,1,"sheltered","Ulva lactuca","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no ","yes","no ","yes","no","yes","yes"
1986,2,"sheltered","Prasiola stipitata","Chlorophyta","Algae","Green Algae","no","yes","no","yes","yes","yes","no","no","no","no","no","no","no","no ","no ","yes","yes","yes","yes","no"
1986,2,"sheltered","Ascophyllum nodosum","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
1986,2,"sheltered","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
1986,2,"sheltered","Fucus vesiculosus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
1986,2,"sheltered","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
1986,2,"sheltered","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1986,2,"sheltered","Ceramium virgatum","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","yes","no","no","no","yes","no","no","no ","no ","yes","no","yes","yes","yes"
1986,2,"sheltered","Plumaria plumosa","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","no ","yes","yes","yes","yes","yes"
1986,2,"sheltered","Leathesia marina","Ochrophyta","Algae","Brown Algae","no","yes","yes","yes","yes","no","no","no","yes","no","no","yes","yes","no ","yes","no ","yes","no","yes","yes"
1986,5,"sheltered","Ascophyllum nodosum","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
1986,5,"sheltered","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
1986,5,"sheltered","Fucus vesiculosus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
1986,5,"sheltered","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
1986,5,"sheltered","Corallina officinalis","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1986,5,"sheltered","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1986,7,"sheltered","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1986,7,"sheltered","Ascophyllum nodosum","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
1986,7,"sheltered","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
1986,7,"sheltered","Fucus vesiculosus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
1986,7,"sheltered","Fucus distichus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
1986,7,"sheltered","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
1986,7,"sheltered","Ulva lactuca","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no ","yes","no ","yes","no","yes","yes"
1986,7,"sheltered","Polysiphonia","Rhodophyta","Algae","Red Algae","yes/no","yes","yes","yes","yes","no","yes","no","no","no","yes","no","no","no ","no ","yes","yes","yes","yes","yes"
1986,7,"sheltered","Ulva intestinalis","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no ","yes","no ","yes","no","yes","yes"
1986,7,"sheltered","Elachista fucicola","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","yes","no","no","no","no","no","no","no ","no ","yes","yes","yes","no","yes"
1986,7,"sheltered","Porphyra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","yes","no","no","no","no","yes","no","no","no ","yes","no ","no","yes","yes","no"
1986,13,"exposed","Ascophyllum nodosum","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
1986,13,"exposed","Ceramium virgatum","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","yes","no","no","no","yes","no","no","no ","no ","yes","no","yes","yes","yes"
1986,13,"exposed","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1986,13,"exposed","Elachista fucicola","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","yes","no","no","no","no","no","no","no ","no ","yes","yes","yes","no","yes"
1986,13,"exposed","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
1986,13,"exposed","Polysiphonia","Rhodophyta","Algae","Red Algae","yes/no","yes","yes","yes","yes","no","yes","no","no","no","yes","no","no","no ","no ","yes","yes","yes","yes","yes"
1986,13,"exposed","Ptilota serrata","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","yes","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","yes"
1986,15,"exposed","Ceramium virgatum","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","yes","no","no","no","yes","no","no","no ","no ","yes","no","yes","yes","yes"
1986,15,"exposed","Fucus distichus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
1986,15,"exposed","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
1986,15,"exposed","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1986,15,"exposed","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
1986,17,"exposed","Ulva intestinalis","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no ","yes","no ","yes","no","yes","yes"
1986,17,"exposed","Ascophyllum nodosum","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
1986,17,"exposed","Fucus distichus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
1986,17,"exposed","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
1986,19,"exposed","Fucus distichus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
1986,19,"exposed","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
1986,19,"exposed","Pylaiella littoralis","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","yes","no","no","no","yes","no","no","no ","no ","yes","no","no","yes","yes"
1986,19,"exposed","Ulva lactuca","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no ","yes","no ","yes","no","yes","yes"
1986,19,"exposed","Ceramium virgatum","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","yes","no","no","no","yes","no","no","no ","no ","yes","no","yes","yes","yes"
1986,19,"exposed","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1986,19,"exposed","Leathesia marina","Ochrophyta","Algae","Brown Algae","no","yes","yes","yes","yes","no","no","no","yes","no","no","yes","yes","no ","yes","no ","yes","no","yes","yes"
1986,19,"exposed","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
1986,20,"exposed","Leathesia marina","Ochrophyta","Algae","Brown Algae","no","yes","yes","yes","yes","no","no","no","yes","no","no","yes","yes","no ","yes","no ","yes","no","yes","yes"
1986,20,"exposed","Fucus distichus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
1986,20,"exposed","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
1986,20,"exposed","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1986,20,"exposed","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
1986,21,"exposed","Fucus distichus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
1986,21,"exposed","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
1986,21,"exposed","Ceramium virgatum","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","yes","no","no","no","yes","no","no","no ","no ","yes","no","yes","yes","yes"
1986,21,"exposed","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1986,21,"exposed","Ascophyllum nodosum","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
1986,21,"exposed","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
1986,24,"exposed","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
1986,24,"exposed","Ascophyllum nodosum","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
1986,24,"exposed","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
1986,24,"exposed","Ulva lactuca","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no ","yes","no ","yes","no","yes","yes"
1986,24,"exposed","Plumaria plumosa","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","no ","yes","yes","yes","yes","yes"
1986,24,"exposed","Fucus distichus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
1986,24,"exposed","Fucus vesiculosus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
1986,24,"exposed","Cystoclonium purpureum","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
1986,24,"exposed","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1986,24,"exposed","Ulva intestinalis","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no ","yes","no ","yes","no","yes","yes"
1986,24,"exposed","Porphyra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","yes","no","no","no","no","yes","no","no","no ","yes","no ","no","yes","yes","no"
1986,24,"exposed","Corallina officinalis","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1986,26,"sheltered","Ascophyllum nodosum","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
1986,26,"sheltered","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
1986,26,"sheltered","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
1986,26,"sheltered","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1986,27,"sheltered","Ascophyllum nodosum","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
1986,27,"sheltered","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
1986,27,"sheltered","Fucus distichus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
1986,27,"sheltered","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
1986,27,"sheltered","Fucus vesiculosus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
1986,27,"sheltered","Phymatolithon lenormandii","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
1986,27,"sheltered","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1986,27,"sheltered","Ulva lactuca","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no ","yes","no ","yes","no","yes","yes"
1987,2,"sheltered","Prasiola stipitata","Chlorophyta","Algae","Green Algae","no","yes","no","yes","yes","yes","no","no","no","no","no","no","no","no ","no ","yes","yes","yes","yes","no"
1987,2,"sheltered","Fucus distichus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
1987,2,"sheltered","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
1987,2,"sheltered","Ascophyllum nodosum","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
1987,2,"sheltered","Fucus vesiculosus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
1987,2,"sheltered","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
1987,2,"sheltered","Corallina officinalis","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1987,2,"sheltered","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1987,2,"sheltered","Ceramium virgatum","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","yes","no","no","no","yes","no","no","no ","no ","yes","no","yes","yes","yes"
1987,2,"sheltered","Ulva lactuca","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no ","yes","no ","yes","no","yes","yes"
1987,5,"sheltered","Ascophyllum nodosum","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
1987,5,"sheltered","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
1987,5,"sheltered","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1987,5,"sheltered","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
1987,5,"sheltered","Phymatolithon lenormandii","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
1987,5,"sheltered","Ulva lactuca","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no ","yes","no ","yes","no","yes","yes"
1987,5,"sheltered","Corallina officinalis","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1987,5,"sheltered","Saccharina latissima","Ochrophyta","Algae","Brown Algae","no","yes","yes","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
1987,7,"sheltered","Prasiola stipitata","Chlorophyta","Algae","Green Algae","no","yes","no","yes","yes","yes","no","no","no","no","no","no","no","no ","no ","yes","yes","yes","yes","no"
1987,7,"sheltered","Ascophyllum nodosum","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
1987,7,"sheltered","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
1987,7,"sheltered","Polysiphonia","Rhodophyta","Algae","Red Algae","yes/no","yes","yes","yes","yes","no","yes","no","no","no","yes","no","no","no ","no ","yes","yes","yes","yes","yes"
1987,7,"sheltered","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
1987,7,"sheltered","Elachista fucicola","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","yes","no","no","no","no","no","no","no ","no ","yes","yes","yes","no","yes"
1987,7,"sheltered","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1987,7,"sheltered","Ceramium virgatum","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","yes","no","no","no","yes","no","no","no ","no ","yes","no","yes","yes","yes"
1987,7,"sheltered","Ulva intestinalis","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no ","yes","no ","yes","no","yes","yes"
1987,7,"sheltered","Ulva lactuca","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no ","yes","no ","yes","no","yes","yes"
