year,species,position,Abund,n_transect,Avg_abund_per_transect,Total_abund,rel_abund_by_side
1991,Elachista fucicola,exposed,0,5,0,15499.33,0
1991,Elachista fucicola,sheltered,0,4,0,14939.7,0
1991,Electra pilosa,exposed,0,5,0,15499.33,0
1991,Electra pilosa,sheltered,0,4,0,14939.7,0
1991,Erythrotrichia carnea,exposed,0,5,0,15499.33,0
1991,Erythrotrichia carnea,sheltered,0,4,0,14939.7,0
1991,Euthora cristata,exposed,0.5,5,0.1,15499.33,3.23E-05
1991,Euthora cristata,sheltered,0,4,0,14939.7,0
1991,Fucus (canopy),exposed,1199.2,5,239.84,15499.33,0.077371086
1991,Fucus (canopy),sheltered,156,4,39,14939.7,0.010441977
1991,Fucus (primary),exposed,0,5,0,15499.33,0
1991,Fucus (primary),sheltered,74.5,4,18.625,14939.7,0.004986713
1991,Fucus distichus (canopy),exposed,0,5,0,15499.33,0
1991,Fucus distichus (canopy),sheltered,6,4,1.5,14939.7,4.02E-04
1991,Fucus spiralis (canopy),exposed,414,5,82.8,15499.33,0.026710832
1991,Fucus spiralis (canopy),sheltered,256,4,64,14939.7,0.017135552
1991,Fucus vesiculosus (canopy),exposed,0,5,0,15499.33,0
1991,Fucus vesiculosus (canopy),sheltered,136,4,34,14939.7,0.009103262
1991,Halichondria,exposed,0.5,5,0.1,15499.33,3.23E-05
1991,Halichondria,sheltered,106,4,26.5,14939.7,0.007095189
1991,Hiatella arctica,exposed,0,5,0,15499.33,0
1991,Hiatella arctica,sheltered,0,4,0,14939.7,0
1991,Hildenbrandia rubra,exposed,576.1,5,115.22,15499.33,0.037169349
1991,Hildenbrandia rubra,sheltered,1016,4,254,14939.7,0.06800672
1991,Hippothoa hyalina,exposed,0,5,0,15499.33,0
1991,Hippothoa hyalina,sheltered,0,4,0,14939.7,0
1991,Leathesia marina,exposed,0,5,0,15499.33,0
1991,Leathesia marina,sheltered,0,4,0,14939.7,0
1991,Little round green things,exposed,0,5,0,15499.33,0
1991,Little round green things,sheltered,0,4,0,14939.7,0
1991,Mastocarpus stellatus (canopy),exposed,840.6,5,168.12,15499.33,0.054234602
1991,Mastocarpus stellatus (canopy),sheltered,986,4,246.5,14939.7,0.065998648
1991,Mastocarpus stellatus (crust),exposed,16,5,3.2,15499.33,0.001032303
1991,Mastocarpus stellatus (crust),sheltered,0,4,0,14939.7,0
1991,Mastocarpus stellatus (primary),exposed,0,5,0,15499.33,0
1991,Mastocarpus stellatus (primary),sheltered,657.5,4,164.375,14939.7,0.044010255
1991,Membranipora membranacea,exposed,0,5,0,15499.33,0
1991,Membranipora membranacea,sheltered,0,4,0,14939.7,0
1991,Metridium senile,exposed,0,5,0,15499.33,0
1991,Metridium senile,sheltered,4.5,4,1.125,14939.7,3.01E-04
1991,Modiolus modiolus,exposed,359.3,5,71.86,15499.33,0.023181647
1991,Modiolus modiolus,sheltered,96.7,4,24.175,14939.7,0.006472687
1991,Monostroma,exposed,0,5,0,15499.33,0
1991,Monostroma,sheltered,0,4,0,14939.7,0
1991,Mytilus edulis,exposed,2317.85,5,463.57,15499.33,0.149545174
1991,Mytilus edulis,sheltered,103,4,25.75,14939.7,0.006894382
1991,Nemalion helminthoides,exposed,0,5,0,15499.33,0
1991,Nemalion helminthoides,sheltered,0,4,0,14939.7,0
1991,Palmaria palmata,exposed,0,5,0,15499.33,0
1991,Palmaria palmata,sheltered,0,4,0,14939.7,0
1991,Palmellococcus,exposed,0,5,0,15499.33,0
1991,Palmellococcus,sheltered,0,4,0,14939.7,0
1991,Petalonia fascia,exposed,0,5,0,15499.33,0
1991,Petalonia fascia,sheltered,0,4,0,14939.7,0
1991,Phymatolithon lenormandii,exposed,0,5,0,15499.33,0
1991,Phymatolithon lenormandii,sheltered,0,4,0,14939.7,0
1991,Plumaria plumosa,exposed,0,5,0,15499.33,0
1991,Plumaria plumosa,sheltered,0,4,0,14939.7,0
1991,Polysiphonia (canopy),exposed,0.5,5,0.1,15499.33,3.23E-05
1991,Polysiphonia (canopy),sheltered,0,4,0,14939.7,0
1991,Porphyra,exposed,5,5,1,15499.33,3.23E-04
1991,Porphyra,sheltered,0,4,0,14939.7,0
1991,Prasiola stipitata,exposed,0,5,0,15499.33,0
1991,Prasiola stipitata,sheltered,25.5,4,6.375,14939.7,0.001706862
1991,Ptilota serrata,exposed,6.25,5,1.25,15499.33,4.03E-04
1991,Ptilota serrata,sheltered,0,4,0,14939.7,0
1991,Pylaiella littoralis,exposed,2,5,0.4,15499.33,1.29E-04
1991,Pylaiella littoralis,sheltered,0,4,0,14939.7,0
1991,Ralfsia,exposed,0,5,0,15499.33,0
1991,Ralfsia,sheltered,14,4,3.5,14939.7,9.37E-04
1991,Rhizoclonium tortuosum,exposed,0.5,5,0.1,15499.33,3.23E-05
1991,Rhizoclonium tortuosum,sheltered,46,4,11.5,14939.7,0.003079044
1991,Saccharina latissima (canopy),exposed,5,5,1,15499.33,3.23E-04
1991,Saccharina latissima (canopy),sheltered,16,4,4,14939.7,0.001070972
1991,Saccharina latissima (primary),exposed,0,5,0,15499.33,0
1991,Saccharina latissima (primary),sheltered,0,4,0,14939.7,0
1991,Schizoporella unicornis,exposed,0,5,0,15499.33,0
1991,Schizoporella unicornis,sheltered,0,4,0,14939.7,0
1991,Scytosiphon lomentaria,exposed,0,5,0,15499.33,0
1991,Scytosiphon lomentaria,sheltered,0,4,0,14939.7,0
1991,Semibalanus balanoides,exposed,1579.05,5,315.81,15499.33,0.101878597
1991,Semibalanus balanoides,sheltered,424.5,4,106.125,14939.7,0.028414225
1991,Semibalanus balanoides (dead),exposed,0,5,0,15499.33,0
1991,Semibalanus balanoides (dead),sheltered,0,4,0,14939.7,0
1991,Shell hash,exposed,0,5,0,15499.33,0
1991,Shell hash,sheltered,143,4,35.75,14939.7,0.009571812
1991,Sphacelaria,exposed,0,5,0,15499.33,0
1991,Sphacelaria,sheltered,0,4,0,14939.7,0
1991,Spongomorpha aeruginosa,exposed,0,5,0,15499.33,0
1991,Spongomorpha aeruginosa,sheltered,0,4,0,14939.7,0
1991,Ulva intestinalis,exposed,2,5,0.4,15499.33,1.29E-04
1991,Ulva intestinalis,sheltered,0,4,0,14939.7,0
1991,Ulva lactuca,exposed,50.5,5,10.1,15499.33,0.003258205
1991,Ulva lactuca,sheltered,25.5,4,6.375,14939.7,0.001706862
1991,Verrucaria,exposed,153.05,5,30.61,15499.33,0.00987462
1991,Verrucaria,sheltered,41.5,4,10.375,14939.7,0.002777834
1992,Acrosiphonia,exposed,0,9,0,41123.6175,0
1992,Acrosiphonia,sheltered,0,7,0,37075.53,0
1992,Ahnfeltia plicata,exposed,1.5,9,0.166666667,41123.6175,3.65E-05
1992,Ahnfeltia plicata,sheltered,1,7,0.142857143,37075.53,2.70E-05
1992,Alaria esculenta (canopy),exposed,574.5,9,63.83333333,41123.6175,0.013970074
1992,Alaria esculenta (canopy),sheltered,0,7,0,37075.53,0
1992,Alaria esculenta (primary),exposed,0,9,0,41123.6175,0
1992,Alaria esculenta (primary),sheltered,0,7,0,37075.53,0
1992,Anomia simplex,exposed,0,9,0,41123.6175,0
1992,Anomia simplex,sheltered,0,7,0,37075.53,0
1992,Antithamnion,exposed,91,9,10.11111111,41123.6175,0.00221284
1992,Antithamnion,sheltered,0,7,0,37075.53,0
1992,Aplidium,exposed,0,9,0,41123.6175,0
1992,Aplidium,sheltered,0,7,0,37075.53,0
1992,Arthopyrenia,exposed,1555.75,9,172.8611111,41123.6175,0.037831059
1992,Arthopyrenia,sheltered,1138.93,7,162.7042857,37075.53,0.030719183
1992,Ascophyllum nodosum (canopy),exposed,817.5,9,90.83333333,41123.6175,0.019879088
1992,Ascophyllum nodosum (canopy),sheltered,6186.55,7,883.7928571,37075.53,0.166863427
1992,Ascophyllum nodosum (primary),exposed,46,9,5.111111111,41123.6175,0.001118579
1992,Ascophyllum nodosum (primary),sheltered,649.8,7,92.82857143,37075.53,0.017526385
1992,Audouinella,exposed,0,9,0,41123.6175,0
1992,Audouinella,sheltered,0,7,0,37075.53,0
1992,Bare rock,exposed,5055.25,9,561.6944444,41123.6175,0.122928145
1992,Bare rock,sheltered,6911.22,7,987.3171429,37075.53,0.186409203
1992,Black zone,exposed,2203.5,9,244.8333333,41123.6175,0.053582348
1992,Black zone,sheltered,2974.38,7,424.9114286,37075.53,0.080224881
1992,Bonnemaisonia hamifera (Trailiella phase),exposed,0,9,0,41123.6175,0
1992,Bonnemaisonia hamifera (Trailiella phase),sheltered,0,7,0,37075.53,0
1992,Botrylloides violaceus,exposed,0,9,0,41123.6175,0
1992,Botrylloides violaceus,sheltered,0,7,0,37075.53,0
1992,Botryllus schlosseri,exposed,0,9,0,41123.6175,0
1992,Botryllus schlosseri,sheltered,0,7,0,37075.53,0
1992,Brown ground,exposed,0,9,0,41123.6175,0
1992,Brown ground,sheltered,0,7,0,37075.53,0
1992,Ceramium virgatum (canopy),exposed,1673.5,9,185.9444444,41123.6175,0.040694377
1992,Ceramium virgatum (canopy),sheltered,283.7,7,40.52857143,37075.53,0.007651947
1992,Ceramium virgatum (primary),exposed,0,9,0,41123.6175,0
1992,Ceramium virgatum (primary),sheltered,0,7,0,37075.53,0
1992,Chaetomorpha,exposed,1.5,9,0.166666667,41123.6175,3.65E-05
1992,Chaetomorpha,sheltered,1.34,7,0.191428571,37075.53,3.61E-05
1992,Chondrus crispus (canopy),exposed,2321.5,9,257.9444444,41123.6175,0.056451746
1992,Chondrus crispus (canopy),sheltered,3310.12,7,472.8742857,37075.53,0.08928045
1992,Chondrus crispus (primary),exposed,453,9,50.33333333,41123.6175,0.011015568
1992,Chondrus crispus (primary),sheltered,894.57,7,127.7957143,37075.53,0.024128313
1992,Chorda filum,exposed,5,9,0.555555556,41123.6175,1.22E-04
1992,Chorda filum,sheltered,0,7,0,37075.53,0
1992,Chordaria flagelliformis,exposed,18,9,2,41123.6175,4.38E-04
1992,Chordaria flagelliformis,sheltered,10,7,1.428571429,37075.53,2.70E-04
1992,Cladophora,exposed,48,9,5.333333333,41123.6175,0.001167212
1992,Cladophora,sheltered,9.66,7,1.38,37075.53,2.61E-04
1992,Clathromorphum circumscriptum,exposed,0,9,0,41123.6175,0
1992,Clathromorphum circumscriptum,sheltered,101.03,7,14.43285714,37075.53,0.002724978
1992,Codium fragile (canopy),exposed,10.5,9,1.166666667,41123.6175,2.55E-04
1992,Codium fragile (canopy),sheltered,2.41,7,0.344285714,37075.53,6.50E-05
1992,Codium fragile (primary),exposed,0,9,0,41123.6175,0
1992,Codium fragile (primary),sheltered,88.2,7,12.6,37075.53,0.002378928
1992,Corallina officinalis,exposed,110.5,9,12.27777778,41123.6175,0.00268702
1992,Corallina officinalis,sheltered,61,7,8.714285714,37075.53,0.00164529
1992,Coralline (crust),exposed,60.5,9,6.722222222,41123.6175,0.001471174
1992,Coralline (crust),sheltered,669.46,7,95.63714286,37075.53,0.018056654
1992,Cryptosula pallasiana,exposed,0,9,0,41123.6175,0
1992,Cryptosula pallasiana,sheltered,0,7,0,37075.53,0
1992,Cyanobacteria,exposed,2317.275,9,257.475,41123.6175,0.056349007
1992,Cyanobacteria,sheltered,999.2,7,142.7428571,37075.53,0.02695039
1992,Cystoclonium purpureum,exposed,0,9,0,41123.6175,0
1992,Cystoclonium purpureum,sheltered,0,7,0,37075.53,0
1992,Devaleraea ramentacea,exposed,0,9,0,41123.6175,0
1992,Devaleraea ramentacea,sheltered,0,7,0,37075.53,0
1992,Diadumene lineata,exposed,0,9,0,41123.6175,0
1992,Diadumene lineata,sheltered,0,7,0,37075.53,0
1992,Diatom,exposed,0,9,0,41123.6175,0
1992,Diatom,sheltered,0,7,0,37075.53,0
1992,Diplosoma,exposed,0,9,0,41123.6175,0
1992,Diplosoma,sheltered,0,7,0,37075.53,0
1992,Dumontia concortum,exposed,0,9,0,41123.6175,0
1992,Dumontia concortum,sheltered,0,7,0,37075.53,0
1992,Dynamena pumila,exposed,0,9,0,41123.6175,0
1992,Dynamena pumila,sheltered,0,7,0,37075.53,0
1992,Ectocarpus,exposed,62,9,6.888888889,41123.6175,0.001507649
1992,Ectocarpus,sheltered,12,7,1.714285714,37075.53,3.24E-04
1992,Elachista fucicola,exposed,120.01,9,13.33444444,41123.6175,0.002918274
1992,Elachista fucicola,sheltered,159.5,7,22.78571429,37075.53,0.004302029
1992,Electra pilosa,exposed,0,9,0,41123.6175,0
1992,Electra pilosa,sheltered,0,7,0,37075.53,0
1992,Erythrotrichia carnea,exposed,0,9,0,41123.6175,0
1992,Erythrotrichia carnea,sheltered,0,7,0,37075.53,0
1992,Euthora cristata,exposed,0,9,0,41123.6175,0
1992,Euthora cristata,sheltered,0,7,0,37075.53,0
1992,Fucus (canopy),exposed,2111.25,9,234.5833333,41123.6175,0.051339112
1992,Fucus (canopy),sheltered,244.14,7,34.87714286,37075.53,0.006584936
1992,Fucus (primary),exposed,466,9,51.77777778,41123.6175,0.011331688
1992,Fucus (primary),sheltered,167.91,7,23.98714286,37075.53,0.004528863
1992,Fucus distichus (canopy),exposed,2065.5,9,229.5,41123.6175,0.050226612
1992,Fucus distichus (canopy),sheltered,679.74,7,97.10571429,37075.53,0.018333925
1992,Fucus spiralis (canopy),exposed,1078,9,119.7777778,41123.6175,0.026213647
1992,Fucus spiralis (canopy),sheltered,536.15,7,76.59285714,37075.53,0.014461021
1992,Fucus vesiculosus (canopy),exposed,469.5,9,52.16666667,41123.6175,0.011416797
1992,Fucus vesiculosus (canopy),sheltered,445.5,7,63.64285714,37075.53,0.012016012
1992,Halichondria,exposed,0,9,0,41123.6175,0
1992,Halichondria,sheltered,49.1,7,7.014285714,37075.53,0.001324324
1992,Hiatella arctica,exposed,0,9,0,41123.6175,0
1992,Hiatella arctica,sheltered,2,7,0.285714286,37075.53,5.39E-05
1992,Hildenbrandia rubra,exposed,1306.45,9,145.1611111,41123.6175,0.031768849
1992,Hildenbrandia rubra,sheltered,1222.92,7,174.7028571,37075.53,0.032984559
1992,Hippothoa hyalina,exposed,0,9,0,41123.6175,0
1992,Hippothoa hyalina,sheltered,0,7,0,37075.53,0
1992,Leathesia marina,exposed,18,9,2,41123.6175,4.38E-04
1992,Leathesia marina,sheltered,108.24,7,15.46285714,37075.53,0.002919446
1992,Little round green things,exposed,91.8225,9,10.2025,41123.6175,0.002232841
1992,Little round green things,sheltered,699.04,7,99.86285714,37075.53,0.018854484
1992,Mastocarpus stellatus (canopy),exposed,1752.25,9,194.6944444,41123.6175,0.042609335
1992,Mastocarpus stellatus (canopy),sheltered,1700.43,7,242.9185714,37075.53,0.045863943
1992,Mastocarpus stellatus (crust),exposed,91,9,10.11111111,41123.6175,0.00221284
1992,Mastocarpus stellatus (crust),sheltered,113.37,7,16.19571429,37075.53,0.003057812
1992,Mastocarpus stellatus (primary),exposed,321,9,35.66666667,41123.6175,0.007805734
1992,Mastocarpus stellatus (primary),sheltered,659.81,7,94.25857143,37075.53,0.017796374
1992,Membranipora membranacea,exposed,0,9,0,41123.6175,0
1992,Membranipora membranacea,sheltered,0,7,0,37075.53,0
1992,Metridium senile,exposed,0,9,0,41123.6175,0
1992,Metridium senile,sheltered,0,7,0,37075.53,0
1992,Modiolus modiolus,exposed,22,9,2.444444444,41123.6175,5.35E-04
1992,Modiolus modiolus,sheltered,81,7,11.57142857,37075.53,0.002184729
1992,Monostroma,exposed,0,9,0,41123.6175,0
1992,Monostroma,sheltered,2,7,0.285714286,37075.53,5.39E-05
1992,Mytilus edulis,exposed,5875.525,9,652.8361111,41123.6175,0.142874712
1992,Mytilus edulis,sheltered,1037.07,7,148.1528571,37075.53,0.027971819
1992,Nemalion helminthoides,exposed,0,9,0,41123.6175,0
1992,Nemalion helminthoides,sheltered,0,7,0,37075.53,0
1992,Palmaria palmata,exposed,23,9,2.555555556,41123.6175,5.59E-04
1992,Palmaria palmata,sheltered,0,7,0,37075.53,0
1992,Palmellococcus,exposed,0,9,0,41123.6175,0
1992,Palmellococcus,sheltered,0,7,0,37075.53,0
1992,Petalonia fascia,exposed,0,9,0,41123.6175,0
1992,Petalonia fascia,sheltered,0,7,0,37075.53,0
1992,Phymatolithon lenormandii,exposed,50,9,5.555555556,41123.6175,0.001215846
1992,Phymatolithon lenormandii,sheltered,338.8,7,48.4,37075.53,0.009138103
1992,Plumaria plumosa,exposed,38,9,4.222222222,41123.6175,9.24E-04
1992,Plumaria plumosa,sheltered,3,7,0.428571429,37075.53,8.09E-05
1992,Polysiphonia (canopy),exposed,18,9,2,41123.6175,4.38E-04
1992,Polysiphonia (canopy),sheltered,222,7,31.71428571,37075.53,0.005987777
1992,Porphyra,exposed,100.5,9,11.16666667,41123.6175,0.002443851
1992,Porphyra,sheltered,0,7,0,37075.53,0
1992,Prasiola stipitata,exposed,0,9,0,41123.6175,0
1992,Prasiola stipitata,sheltered,425.5,7,60.78571429,37075.53,0.011476572
1992,Ptilota serrata,exposed,0,9,0,41123.6175,0
1992,Ptilota serrata,sheltered,0,7,0,37075.53,0
1992,Pylaiella littoralis,exposed,0,9,0,41123.6175,0
1992,Pylaiella littoralis,sheltered,0,7,0,37075.53,0
1992,Ralfsia,exposed,58.5,9,6.5,41123.6175,0.00142254
1992,Ralfsia,sheltered,188.3,7,26.9,37075.53,0.005078822
1992,Rhizoclonium tortuosum,exposed,47.8,9,5.311111111,41123.6175,0.001162349
1992,Rhizoclonium tortuosum,sheltered,247.79,7,35.39857143,37075.53,0.006683384
1992,Saccharina latissima (canopy),exposed,5,9,0.555555556,41123.6175,1.22E-04
1992,Saccharina latissima (canopy),sheltered,0,7,0,37075.53,0
1992,Saccharina latissima (primary),exposed,0,9,0,41123.6175,0
1992,Saccharina latissima (primary),sheltered,0,7,0,37075.53,0
1992,Saccorhiza dermatodea,sheltered,0.41,7,0.058571429,37075.53,1.11E-05
1992,Schizoporella unicornis,exposed,0,9,0,41123.6175,0
1992,Schizoporella unicornis,sheltered,0,7,0,37075.53,0
1992,Scytosiphon lomentaria,exposed,3.125,9,0.347222222,41123.6175,7.60E-05
1992,Scytosiphon lomentaria,sheltered,0,7,0,37075.53,0
1992,Semibalanus balanoides,exposed,6474.625,9,719.4027778,41123.6175,0.157442983
1992,Semibalanus balanoides,sheltered,1948.91,7,278.4157143,37075.53,0.052565938
1992,Semibalanus balanoides (dead),exposed,412,9,45.77777778,41123.6175,0.010018574
1992,Semibalanus balanoides (dead),sheltered,0,7,0,37075.53,0
1992,Shell hash,exposed,0,9,0,41123.6175,0
1992,Shell hash,sheltered,0,7,0,37075.53,0
1992,Sphacelaria,exposed,0,9,0,41123.6175,0
1992,Sphacelaria,sheltered,0,7,0,37075.53,0
1992,Spongomorpha aeruginosa,exposed,0,9,0,41123.6175,0
1992,Spongomorpha aeruginosa,sheltered,0,7,0,37075.53,0
1992,Ulva intestinalis,exposed,53,9,5.888888889,41123.6175,0.001288797
1992,Ulva intestinalis,sheltered,46,7,6.571428571,37075.53,0.001240711
1992,Ulva lactuca,exposed,145.485,9,16.165,41123.6175,0.003537748
1992,Ulva lactuca,sheltered,93.88,7,13.41142857,37075.53,0.002532128
1992,Verrucaria,exposed,474,9,52.66666667,41123.6175,0.011526223
1992,Verrucaria,sheltered,1285.35,7,183.6214286,37075.53,0.034668419
1992,Vertebrata lanosa,exposed,6,9,0.666666667,41123.6175,1.46E-04
1992,Vertebrata lanosa,sheltered,63.1,7,9.014285714,37075.53,0.001701931
1993,Acrosiphonia,exposed,0,5,0,19496.1,0
1993,Acrosiphonia,sheltered,0,6,0,34094.045,0
1993,Ahnfeltia plicata,exposed,0,5,0,19496.1,0
1993,Ahnfeltia plicata,sheltered,0,6,0,34094.045,0
1993,Alaria esculenta (canopy),exposed,158.5,5,31.7,19496.1,0.008129831
1993,Alaria esculenta (canopy),sheltered,0,6,0,34094.045,0
1993,Alaria esculenta (primary),exposed,8.5,5,1.7,19496.1,4.36E-04
1993,Alaria esculenta (primary),sheltered,0,6,0,34094.045,0
1993,Anomia simplex,exposed,0,5,0,19496.1,0
1993,Anomia simplex,sheltered,0,6,0,34094.045,0
1993,Antithamnion,exposed,0,5,0,19496.1,0
1993,Antithamnion,sheltered,0,6,0,34094.045,0
1993,Aplidium,exposed,0,5,0,19496.1,0
1993,Aplidium,sheltered,0,6,0,34094.045,0
1993,Arthopyrenia,exposed,370.5,5,74.1,19496.1,0.019003801
1993,Arthopyrenia,sheltered,1155.6,6,192.6,34094.045,0.033894482
1993,Ascophyllum nodosum (canopy),exposed,327,5,65.4,19496.1,0.016772585
1993,Ascophyllum nodosum (canopy),sheltered,4649.5,6,774.9166667,34094.045,0.136372789
1993,Ascophyllum nodosum (primary),exposed,30,5,6,19496.1,0.001538769
1993,Ascophyllum nodosum (primary),sheltered,795.65,6,132.6083333,34094.045,0.02333692
1993,Audouinella,exposed,0,5,0,19496.1,0
1993,Audouinella,sheltered,0,6,0,34094.045,0
1993,Bangia atropurpurea,sheltered,7.3,6,1.216666667,34094.045,2.14E-04
1993,Bare rock,exposed,375.2,5,75.04,19496.1,0.019244875
1993,Bare rock,sheltered,5988.7,6,998.1166667,34094.045,0.175652376
1993,Black zone,exposed,1703.65,5,340.73,19496.1,0.087384143
1993,Black zone,sheltered,1874.2,6,312.3666667,34094.045,0.054971477
1993,Bonnemaisonia hamifera (Trailiella phase),exposed,0,5,0,19496.1,0
1993,Bonnemaisonia hamifera (Trailiella phase),sheltered,0,6,0,34094.045,0
1993,Botrylloides violaceus,exposed,0,5,0,19496.1,0
1993,Botrylloides violaceus,sheltered,0,6,0,34094.045,0
1993,Botryllus schlosseri,exposed,0,5,0,19496.1,0
1993,Botryllus schlosseri,sheltered,0,6,0,34094.045,0
1993,Brown ground,exposed,0,5,0,19496.1,0
1993,Brown ground,sheltered,0,6,0,34094.045,0
1993,Ceramium virgatum (canopy),exposed,478.8,5,95.76,19496.1,0.024558758
1993,Ceramium virgatum (canopy),sheltered,25,6,4.166666667,34094.045,7.33E-04
1993,Ceramium virgatum (primary),exposed,51,5,10.2,19496.1,0.002615908
1993,Ceramium virgatum (primary),sheltered,0,6,0,34094.045,0
1993,Chaetomorpha,exposed,0.5,5,0.1,19496.1,2.56E-05
1993,Chaetomorpha,sheltered,1,6,0.166666667,34094.045,2.93E-05
1993,Chondrus crispus (canopy),exposed,1444,5,288.8,19496.1,0.074066095
1993,Chondrus crispus (canopy),sheltered,2859.5,6,476.5833333,34094.045,0.083870952
1993,Chondrus crispus (primary),exposed,615.5,5,123.1,19496.1,0.031570417
1993,Chondrus crispus (primary),sheltered,3058.4,6,509.7333333,34094.045,0.089704815
1993,Chorda filum,exposed,0,5,0,19496.1,0
1993,Chorda filum,sheltered,0,6,0,34094.045,0
1993,Chordaria flagelliformis,exposed,0,5,0,19496.1,0
1993,Chordaria flagelliformis,sheltered,37.5,6,6.25,34094.045,0.001099899
1993,Cladophora,exposed,0,5,0,19496.1,0
1993,Cladophora,sheltered,4,6,0.666666667,34094.045,1.17E-04
1993,Clathromorphum circumscriptum,exposed,25,5,5,19496.1,0.001282308
1993,Clathromorphum circumscriptum,sheltered,46,6,7.666666667,34094.045,0.001349209
1993,Codium fragile (canopy),exposed,0,5,0,19496.1,0
1993,Codium fragile (canopy),sheltered,19.5,6,3.25,34094.045,5.72E-04
1993,Codium fragile (primary),exposed,0,5,0,19496.1,0
1993,Codium fragile (primary),sheltered,0,6,0,34094.045,0
1993,Corallina officinalis,exposed,6,5,1.2,19496.1,3.08E-04
1993,Corallina officinalis,sheltered,81.5,6,13.58333333,34094.045,0.002390447
1993,Coralline (crust),exposed,197,5,39.4,19496.1,0.010104585
1993,Coralline (crust),sheltered,1086.1,6,181.0166667,34094.045,0.031856003
1993,Cryptosula pallasiana,exposed,6.5,5,1.3,19496.1,3.33E-04
1993,Cryptosula pallasiana,sheltered,202.5,6,33.75,34094.045,0.005939454
1993,Cyanobacteria,exposed,191.5,5,38.3,19496.1,0.009822477
1993,Cyanobacteria,sheltered,373.9,6,62.31666667,34094.045,0.010966725
1993,Cystoclonium purpureum,exposed,0,5,0,19496.1,0
1993,Cystoclonium purpureum,sheltered,0,6,0,34094.045,0
1993,Devaleraea ramentacea,exposed,0,5,0,19496.1,0
1993,Devaleraea ramentacea,sheltered,0,6,0,34094.045,0
1993,Diadumene lineata,exposed,0,5,0,19496.1,0
1993,Diadumene lineata,sheltered,0,6,0,34094.045,0
1993,Diatom,exposed,0,5,0,19496.1,0
1993,Diatom,sheltered,0,6,0,34094.045,0
1993,Diplosoma,exposed,0,5,0,19496.1,0
1993,Diplosoma,sheltered,0,6,0,34094.045,0
1993,Dumontia concortum,exposed,0,5,0,19496.1,0
1993,Dumontia concortum,sheltered,0,6,0,34094.045,0
1993,Dynamena pumila,exposed,0,5,0,19496.1,0
1993,Dynamena pumila,sheltered,0,6,0,34094.045,0
1993,Ectocarpus,exposed,0,5,0,19496.1,0
1993,Ectocarpus,sheltered,0,6,0,34094.045,0
1993,Elachista fucicola,exposed,34.5,5,6.9,19496.1,0.001769585
1993,Elachista fucicola,sheltered,42.8,6,7.133333333,34094.045,0.001255351
1993,Electra pilosa,exposed,0,5,0,19496.1,0
1993,Electra pilosa,sheltered,0,6,0,34094.045,0
1993,Erythrotrichia carnea,exposed,84.5,5,16.9,19496.1,0.0043342
1993,Erythrotrichia carnea,sheltered,0,6,0,34094.045,0
1993,Euthora cristata,exposed,0,5,0,19496.1,0
1993,Euthora cristata,sheltered,0,6,0,34094.045,0
1993,Fucus (canopy),exposed,1199.75,5,239.95,19496.1,0.061537949
1993,Fucus (canopy),sheltered,494,6,82.33333333,34094.045,0.014489334
1993,Fucus (primary),exposed,190.75,5,38.15,19496.1,0.009784008
1993,Fucus (primary),sheltered,360.8,6,60.13333333,34094.045,0.010582493
1993,Fucus distichus (canopy),exposed,1429.5,5,285.9,19496.1,0.073322357
1993,Fucus distichus (canopy),sheltered,316.7,6,52.78333333,34094.045,0.009289012
1993,Fucus spiralis (canopy),exposed,267,5,53.4,19496.1,0.013695047
1993,Fucus spiralis (canopy),sheltered,621,6,103.5,34094.045,0.018214325
1993,Fucus vesiculosus (canopy),exposed,15,5,3,19496.1,7.69E-04
1993,Fucus vesiculosus (canopy),sheltered,685.8,6,114.3,34094.045,0.02011495
1993,Halichondria,exposed,13,5,2.6,19496.1,6.67E-04
1993,Halichondria,sheltered,124.5,6,20.75,34094.045,0.003651664
1993,Hiatella arctica,exposed,0,5,0,19496.1,0
1993,Hiatella arctica,sheltered,0,6,0,34094.045,0
1993,Hildenbrandia rubra,exposed,1433.5,5,286.7,19496.1,0.073527526
1993,Hildenbrandia rubra,sheltered,1166.975,6,194.4958333,34094.045,0.034228118
1993,Hippothoa hyalina,exposed,0,5,0,19496.1,0
1993,Hippothoa hyalina,sheltered,0,6,0,34094.045,0
1993,Leathesia marina,exposed,3.5,5,0.7,19496.1,1.80E-04
1993,Leathesia marina,sheltered,42.5,6,7.083333333,34094.045,0.001246552
1993,Little round green things,exposed,0,5,0,19496.1,0
1993,Little round green things,sheltered,0,6,0,34094.045,0
1993,Mastocarpus stellatus (canopy),exposed,589.15,5,117.83,19496.1,0.030218864
1993,Mastocarpus stellatus (canopy),sheltered,1685.4,6,280.9,34094.045,0.049433853
1993,Mastocarpus stellatus (crust),exposed,61,5,12.2,19496.1,0.003128831
1993,Mastocarpus stellatus (crust),sheltered,0,6,0,34094.045,0
1993,Mastocarpus stellatus (primary),exposed,236.5,5,47.3,19496.1,0.012130631
1993,Mastocarpus stellatus (primary),sheltered,1757.1,6,292.85,34094.045,0.051536859
1993,Membranipora membranacea,exposed,0,5,0,19496.1,0
1993,Membranipora membranacea,sheltered,0,6,0,34094.045,0
1993,Metridium senile,exposed,0,5,0,19496.1,0
