year,species,dataset
2013,Ahnfeltia plicata,int_cover
2015,Ahnfeltia plicata,int_cover
1982,Alaria esculenta,int_cover
1983,Alaria esculenta,int_cover
1984,Alaria esculenta,int_cover
1986,Alaria esculenta,int_cover
1987,Alaria esculenta,int_cover
1988,Alaria esculenta,int_cover
1989,Alaria esculenta,int_cover
1990,Alaria esculenta,int_cover
1991,Alaria esculenta,int_cover
1992,Alaria esculenta,int_cover
1993,Alaria esculenta,int_cover
1994,Alaria esculenta,int_cover
1995,Alaria esculenta,int_cover
1996,Alaria esculenta,int_cover
1997,Alaria esculenta,int_cover
1998,Alaria esculenta,int_cover
1999,Alaria esculenta,int_cover
2000,Alaria esculenta,int_cover
2001,Alaria esculenta,int_cover
2002,Alaria esculenta,int_cover
2003,Alaria esculenta,int_cover
2004,Alaria esculenta,int_cover
2005,Alaria esculenta,int_cover
2006,Alaria esculenta,int_cover
2009,Alaria esculenta,int_cover
2010,Alaria esculenta,int_cover
1984,Anomia simplex,int_cover
1997,Anomia simplex,int_cover
2000,Anomia simplex,int_cover
2003,Anomia simplex,int_cover
2004,Anomia simplex,int_cover
2005,Anomia simplex,int_cover
2006,Anomia simplex,int_cover
1992,Antithamnion,int_cover
2000,Antithamnion,int_cover
1984,Arthopyrenia,int_cover
1985,Arthopyrenia,int_cover
1987,Arthopyrenia,int_cover
1988,Arthopyrenia,int_cover
1989,Arthopyrenia,int_cover
1990,Arthopyrenia,int_cover
1991,Arthopyrenia,int_cover
1992,Arthopyrenia,int_cover
1993,Arthopyrenia,int_cover
1994,Arthopyrenia,int_cover
1995,Arthopyrenia,int_cover
1996,Arthopyrenia,int_cover
1997,Arthopyrenia,int_cover
1998,Arthopyrenia,int_cover
1999,Arthopyrenia,int_cover
2000,Arthopyrenia,int_cover
2001,Arthopyrenia,int_cover
2002,Arthopyrenia,int_cover
2003,Arthopyrenia,int_cover
2004,Arthopyrenia,int_cover
2005,Arthopyrenia,int_cover
2006,Arthopyrenia,int_cover
2009,Arthopyrenia,int_cover
2011,Arthopyrenia,int_cover
2013,Arthopyrenia,int_cover
1982,Ascophyllum nodosum,int_cover
1983,Ascophyllum nodosum,int_cover
1984,Ascophyllum nodosum,int_cover
1985,Ascophyllum nodosum,int_cover
1986,Ascophyllum nodosum,int_cover
1987,Ascophyllum nodosum,int_cover
1988,Ascophyllum nodosum,int_cover
1989,Ascophyllum nodosum,int_cover
1990,Ascophyllum nodosum,int_cover
1991,Ascophyllum nodosum,int_cover
1992,Ascophyllum nodosum,int_cover
1993,Ascophyllum nodosum,int_cover
1994,Ascophyllum nodosum,int_cover
1995,Ascophyllum nodosum,int_cover
1996,Ascophyllum nodosum,int_cover
1997,Ascophyllum nodosum,int_cover
1998,Ascophyllum nodosum,int_cover
1999,Ascophyllum nodosum,int_cover
2000,Ascophyllum nodosum,int_cover
2001,Ascophyllum nodosum,int_cover
2002,Ascophyllum nodosum,int_cover
2003,Ascophyllum nodosum,int_cover
2004,Ascophyllum nodosum,int_cover
2005,Ascophyllum nodosum,int_cover
2006,Ascophyllum nodosum,int_cover
2008,Ascophyllum nodosum,int_cover
2009,Ascophyllum nodosum,int_cover
2010,Ascophyllum nodosum,int_cover
2011,Ascophyllum nodosum,int_cover
2012,Ascophyllum nodosum,int_cover
2013,Ascophyllum nodosum,int_cover
2014,Ascophyllum nodosum,int_cover
2015,Ascophyllum nodosum,int_cover
2016,Ascophyllum nodosum,int_cover
2017,Ascophyllum nodosum,int_cover
1984,Audouinella,int_cover
1994,Audouinella,int_cover
1993,Bangia atropurpurea,int_cover
1984,Bare rock,int_cover
1985,Bare rock,int_cover
1986,Bare rock,int_cover
1987,Bare rock,int_cover
1988,Bare rock,int_cover
1989,Bare rock,int_cover
1990,Bare rock,int_cover
1991,Bare rock,int_cover
1992,Bare rock,int_cover
1993,Bare rock,int_cover
1994,Bare rock,int_cover
1995,Bare rock,int_cover
1996,Bare rock,int_cover
1997,Bare rock,int_cover
1998,Bare rock,int_cover
1999,Bare rock,int_cover
2000,Bare rock,int_cover
2001,Bare rock,int_cover
2002,Bare rock,int_cover
2003,Bare rock,int_cover
2004,Bare rock,int_cover
2005,Bare rock,int_cover
2006,Bare rock,int_cover
2008,Bare rock,int_cover
2009,Bare rock,int_cover
2010,Bare rock,int_cover
2011,Bare rock,int_cover
2012,Bare rock,int_cover
2013,Bare rock,int_cover
2014,Bare rock,int_cover
2015,Bare rock,int_cover
2016,Bare rock,int_cover
2017,Bare rock,int_cover
1982,Black zone,int_cover
1983,Black zone,int_cover
1984,Black zone,int_cover
1985,Black zone,int_cover
1986,Black zone,int_cover
1987,Black zone,int_cover
1988,Black zone,int_cover
1989,Black zone,int_cover
1990,Black zone,int_cover
1991,Black zone,int_cover
1992,Black zone,int_cover
1993,Black zone,int_cover
1994,Black zone,int_cover
1995,Black zone,int_cover
1996,Black zone,int_cover
1997,Black zone,int_cover
1998,Black zone,int_cover
1999,Black zone,int_cover
2000,Black zone,int_cover
2001,Black zone,int_cover
2002,Black zone,int_cover
2003,Black zone,int_cover
2004,Black zone,int_cover
2005,Black zone,int_cover
2006,Black zone,int_cover
2011,Black zone,int_cover
2012,Black zone,int_cover
2014,Black zone,int_cover
2015,Black zone,int_cover
2016,Black zone,int_cover
2017,Black zone,int_cover
1987,Bonnemaisonia hamifera,int_cover
1995,Bonnemaisonia hamifera,int_cover
1997,Bonnemaisonia hamifera,int_cover
2010,Bonnemaisonia hamifera,int_cover
1998,Botrylloides violaceus,int_cover
2010,Botrylloides violaceus,int_cover
2017,Botrylloides violaceus,int_cover
1998,Botryllus schlosseri,int_cover
2006,Brown ground,int_cover
1984,Brown lichen,int_cover
2010,Bugula neritina,int_cover
1982,Callophyllis,int_cover
1982,Ceramium virgatum,int_cover
1983,Ceramium virgatum,int_cover
1984,Ceramium virgatum,int_cover
1985,Ceramium virgatum,int_cover
1986,Ceramium virgatum,int_cover
1987,Ceramium virgatum,int_cover
1988,Ceramium virgatum,int_cover
1989,Ceramium virgatum,int_cover
1990,Ceramium virgatum,int_cover
1991,Ceramium virgatum,int_cover
1992,Ceramium virgatum,int_cover
1993,Ceramium virgatum,int_cover
1994,Ceramium virgatum,int_cover
1995,Ceramium virgatum,int_cover
1996,Ceramium virgatum,int_cover
1997,Ceramium virgatum,int_cover
1998,Ceramium virgatum,int_cover
2000,Ceramium virgatum,int_cover
2001,Ceramium virgatum,int_cover
2002,Ceramium virgatum,int_cover
2003,Ceramium virgatum,int_cover
2004,Ceramium virgatum,int_cover
2005,Ceramium virgatum,int_cover
2006,Ceramium virgatum,int_cover
2008,Ceramium virgatum,int_cover
2009,Ceramium virgatum,int_cover
2010,Ceramium virgatum,int_cover
2011,Ceramium virgatum,int_cover
2012,Ceramium virgatum,int_cover
2013,Ceramium virgatum,int_cover
2014,Ceramium virgatum,int_cover
2015,Ceramium virgatum,int_cover
2016,Ceramium virgatum,int_cover
2017,Ceramium virgatum,int_cover
1983,Chaetomorpha,int_cover
1985,Chaetomorpha,int_cover
1986,Chaetomorpha,int_cover
1988,Chaetomorpha,int_cover
1989,Chaetomorpha,int_cover
1990,Chaetomorpha,int_cover
1992,Chaetomorpha,int_cover
1993,Chaetomorpha,int_cover
1994,Chaetomorpha,int_cover
1995,Chaetomorpha,int_cover
1996,Chaetomorpha,int_cover
2006,Chaetomorpha,int_cover
2010,Chaetomorpha,int_cover
2014,Chaetomorpha,int_cover
2015,Chaetomorpha,int_cover
1982,Chondrus crispus,int_cover
1983,Chondrus crispus,int_cover
1984,Chondrus crispus,int_cover
1985,Chondrus crispus,int_cover
1986,Chondrus crispus,int_cover
1987,Chondrus crispus,int_cover
1988,Chondrus crispus,int_cover
1989,Chondrus crispus,int_cover
1990,Chondrus crispus,int_cover
1991,Chondrus crispus,int_cover
1992,Chondrus crispus,int_cover
1993,Chondrus crispus,int_cover
1994,Chondrus crispus,int_cover
1995,Chondrus crispus,int_cover
1996,Chondrus crispus,int_cover
1997,Chondrus crispus,int_cover
1998,Chondrus crispus,int_cover
1999,Chondrus crispus,int_cover
2000,Chondrus crispus,int_cover
2001,Chondrus crispus,int_cover
2002,Chondrus crispus,int_cover
2003,Chondrus crispus,int_cover
2004,Chondrus crispus,int_cover
2005,Chondrus crispus,int_cover
2006,Chondrus crispus,int_cover
2008,Chondrus crispus,int_cover
2009,Chondrus crispus,int_cover
2010,Chondrus crispus,int_cover
2011,Chondrus crispus,int_cover
2012,Chondrus crispus,int_cover
2013,Chondrus crispus,int_cover
2014,Chondrus crispus,int_cover
2015,Chondrus crispus,int_cover
2016,Chondrus crispus,int_cover
2017,Chondrus crispus,int_cover
1982,Chorda filum,int_cover
1992,Chorda filum,int_cover
2012,Chorda filum,int_cover
1982,Chordaria flagelliformis,int_cover
1987,Chordaria flagelliformis,int_cover
1988,Chordaria flagelliformis,int_cover
1990,Chordaria flagelliformis,int_cover
1991,Chordaria flagelliformis,int_cover
1992,Chordaria flagelliformis,int_cover
1993,Chordaria flagelliformis,int_cover
1994,Chordaria flagelliformis,int_cover
1996,Chordaria flagelliformis,int_cover
1998,Chordaria flagelliformis,int_cover
2003,Chordaria flagelliformis,int_cover
2006,Chordaria flagelliformis,int_cover
2009,Chordaria flagelliformis,int_cover
2015,Chordaria flagelliformis,int_cover
1983,Cladophora,int_cover
1984,Cladophora,int_cover
1985,Cladophora,int_cover
1986,Cladophora,int_cover
1988,Cladophora,int_cover
1990,Cladophora,int_cover
1991,Cladophora,int_cover
1992,Cladophora,int_cover
1993,Cladophora,int_cover
1994,Cladophora,int_cover
1995,Cladophora,int_cover
1996,Cladophora,int_cover
1998,Cladophora,int_cover
2000,Cladophora,int_cover
2010,Cladophora,int_cover
2011,Cladophora,int_cover
2012,Cladophora,int_cover
2014,Cladophora,int_cover
2015,Cladophora,int_cover
2016,Cladostephus spongiosus,int_cover
1982,Clathromorphum circumscriptum,int_cover
1988,Clathromorphum circumscriptum,int_cover
1990,Clathromorphum circumscriptum,int_cover
1991,Clathromorphum circumscriptum,int_cover
1992,Clathromorphum circumscriptum,int_cover
1993,Clathromorphum circumscriptum,int_cover
1994,Clathromorphum circumscriptum,int_cover
1998,Clathromorphum circumscriptum,int_cover
2000,Clathromorphum circumscriptum,int_cover
2001,Clathromorphum circumscriptum,int_cover
2002,Clathromorphum circumscriptum,int_cover
2005,Clathromorphum circumscriptum,int_cover
2006,Clathromorphum circumscriptum,int_cover
2009,Clathromorphum circumscriptum,int_cover
2010,Clathromorphum circumscriptum,int_cover
2013,Clathromorphum circumscriptum,int_cover
1988,Codium fragile,int_cover
1989,Codium fragile,int_cover
1990,Codium fragile,int_cover
1991,Codium fragile,int_cover
1992,Codium fragile,int_cover
1993,Codium fragile,int_cover
1994,Codium fragile,int_cover
1995,Codium fragile,int_cover
1996,Codium fragile,int_cover
1998,Codium fragile,int_cover
1999,Codium fragile,int_cover
2000,Codium fragile,int_cover
2002,Codium fragile,int_cover
2003,Codium fragile,int_cover
2004,Codium fragile,int_cover
2005,Codium fragile,int_cover
2006,Codium fragile,int_cover
2009,Codium fragile,int_cover
2010,Codium fragile,int_cover
2011,Codium fragile,int_cover
2013,Codium fragile,int_cover
2014,Codium fragile,int_cover
2015,Codium fragile,int_cover
2012,Colpomenia peregrina,int_cover
2013,Colpomenia peregrina,int_cover
2014,Colpomenia peregrina,int_cover
2015,Colpomenia peregrina,int_cover
2016,Colpomenia peregrina,int_cover
1982,Corallina officinalis,int_cover
1983,Corallina officinalis,int_cover
1984,Corallina officinalis,int_cover
1985,Corallina officinalis,int_cover
1986,Corallina officinalis,int_cover
1987,Corallina officinalis,int_cover
1988,Corallina officinalis,int_cover
1989,Corallina officinalis,int_cover
1990,Corallina officinalis,int_cover
1991,Corallina officinalis,int_cover
1992,Corallina officinalis,int_cover
1993,Corallina officinalis,int_cover
1994,Corallina officinalis,int_cover
1995,Corallina officinalis,int_cover
1996,Corallina officinalis,int_cover
1997,Corallina officinalis,int_cover
1998,Corallina officinalis,int_cover
1999,Corallina officinalis,int_cover
2000,Corallina officinalis,int_cover
2001,Corallina officinalis,int_cover
2002,Corallina officinalis,int_cover
2003,Corallina officinalis,int_cover
2004,Corallina officinalis,int_cover
2005,Corallina officinalis,int_cover
2006,Corallina officinalis,int_cover
2009,Corallina officinalis,int_cover
2010,Corallina officinalis,int_cover
2011,Corallina officinalis,int_cover
2012,Corallina officinalis,int_cover
2013,Corallina officinalis,int_cover
2014,Corallina officinalis,int_cover
2015,Corallina officinalis,int_cover
2016,Corallina officinalis,int_cover
2017,Corallina officinalis,int_cover
1982,Coralline,int_cover
1983,Coralline,int_cover
1984,Coralline,int_cover
1985,Coralline,int_cover
1986,Coralline,int_cover
1987,Coralline,int_cover
1988,Coralline,int_cover
1989,Coralline,int_cover
1990,Coralline,int_cover
1991,Coralline,int_cover
1992,Coralline,int_cover
1993,Coralline,int_cover
1994,Coralline,int_cover
1995,Coralline,int_cover
1996,Coralline,int_cover
1997,Coralline,int_cover
1998,Coralline,int_cover
1999,Coralline,int_cover
2000,Coralline,int_cover
2001,Coralline,int_cover
2002,Coralline,int_cover
2003,Coralline,int_cover
2004,Coralline,int_cover
2005,Coralline,int_cover
2006,Coralline,int_cover
2010,Coralline,int_cover
2011,Coralline,int_cover
2012,Coralline,int_cover
2014,Coralline,int_cover
2015,Coralline,int_cover
2016,Coralline,int_cover
2017,Coralline,int_cover
1982,Cryptosula pallasiana,int_cover
1983,Cryptosula pallasiana,int_cover
1984,Cryptosula pallasiana,int_cover
1985,Cryptosula pallasiana,int_cover
1987,Cryptosula pallasiana,int_cover
1988,Cryptosula pallasiana,int_cover
1989,Cryptosula pallasiana,int_cover
1991,Cryptosula pallasiana,int_cover
1993,Cryptosula pallasiana,int_cover
1995,Cryptosula pallasiana,int_cover
1996,Cryptosula pallasiana,int_cover
1997,Cryptosula pallasiana,int_cover
1998,Cryptosula pallasiana,int_cover
1999,Cryptosula pallasiana,int_cover
2000,Cryptosula pallasiana,int_cover
2001,Cryptosula pallasiana,int_cover
2002,Cryptosula pallasiana,int_cover
2003,Cryptosula pallasiana,int_cover
2004,Cryptosula pallasiana,int_cover
2010,Cryptosula pallasiana,int_cover
2012,Cryptosula pallasiana,int_cover
2013,Cryptosula pallasiana,int_cover
2014,Cryptosula pallasiana,int_cover
2016,Cryptosula pallasiana,int_cover
2017,Cryptosula pallasiana,int_cover
1982,Cyanobacteria,int_cover
1983,Cyanobacteria,int_cover
1984,Cyanobacteria,int_cover
1985,Cyanobacteria,int_cover
1986,Cyanobacteria,int_cover
1987,Cyanobacteria,int_cover
1988,Cyanobacteria,int_cover
1989,Cyanobacteria,int_cover
1990,Cyanobacteria,int_cover
1991,Cyanobacteria,int_cover
1992,Cyanobacteria,int_cover
1993,Cyanobacteria,int_cover
1994,Cyanobacteria,int_cover
1995,Cyanobacteria,int_cover
1996,Cyanobacteria,int_cover
1998,Cyanobacteria,int_cover
1999,Cyanobacteria,int_cover
2008,Cyanobacteria,int_cover
2009,Cyanobacteria,int_cover
2010,Cyanobacteria,int_cover
2011,Cyanobacteria,int_cover
2012,Cyanobacteria,int_cover
2013,Cyanobacteria,int_cover
1982,Cystoclonium purpureum,int_cover
1986,Cystoclonium purpureum,int_cover
1988,Cystoclonium purpureum,int_cover
1989,Cystoclonium purpureum,int_cover
2006,Cystoclonium purpureum,int_cover
1994,Devaleraea ramentacea,int_cover
1997,Diadumene lineata,int_cover
2010,Diadumene lineata,int_cover
2016,Diadumene lineata,int_cover
1985,Diatom,int_cover
2006,Diatom,int_cover
2009,Didemnum vexillum,int_cover
2012,Didemnum vexillum,int_cover
2013,Didemnum vexillum,int_cover
2014,Didemnum vexillum,int_cover
1998,Diplosoma,int_cover
1997,Dumontia concortum,int_cover
2004,Dumontia concortum,int_cover
2014,Dumontia concortum,int_cover
2015,Dumontia concortum,int_cover
2016,Dumontia concortum,int_cover
1996,Dynamena pumila,int_cover
1998,Dynamena pumila,int_cover
2009,Dynamena pumila,int_cover
2010,Dynamena pumila,int_cover
2013,Dynamena pumila,int_cover
1982,Ectocarpus,int_cover
1984,Ectocarpus,int_cover
1986,Ectocarpus,int_cover
1988,Ectocarpus,int_cover
1990,Ectocarpus,int_cover
1992,Ectocarpus,int_cover
2010,Ectocarpus,int_cover
1985,Elachista fucicola,int_cover
1986,Elachista fucicola,int_cover
1987,Elachista fucicola,int_cover
1988,Elachista fucicola,int_cover
1989,Elachista fucicola,int_cover
1990,Elachista fucicola,int_cover
1991,Elachista fucicola,int_cover
1992,Elachista fucicola,int_cover
1993,Elachista fucicola,int_cover
1994,Elachista fucicola,int_cover
1995,Elachista fucicola,int_cover
1996,Elachista fucicola,int_cover
1998,Elachista fucicola,int_cover
2009,Elachista fucicola,int_cover
2011,Elachista fucicola,int_cover
2012,Elachista fucicola,int_cover
2013,Elachista fucicola,int_cover
2014,Elachista fucicola,int_cover
2015,Elachista fucicola,int_cover
2016,Elachista fucicola,int_cover
2017,Elachista fucicola,int_cover
1990,Electra pilosa,int_cover
1998,Electra pilosa,int_cover
2009,Electra pilosa,int_cover
2010,Electra pilosa,int_cover
2016,Electra pilosa,int_cover
1984,Erythrotrichia carnea,int_cover
1993,Erythrotrichia carnea,int_cover
1991,Euthora cristata,int_cover
2009,Feather,int_cover
1982,Fucus,int_cover
1983,Fucus,int_cover
1984,Fucus,int_cover
1985,Fucus,int_cover
1986,Fucus,int_cover
1987,Fucus,int_cover
1988,Fucus,int_cover
1989,Fucus,int_cover
1990,Fucus,int_cover
1991,Fucus,int_cover
1992,Fucus,int_cover
1993,Fucus,int_cover
1994,Fucus,int_cover
1995,Fucus,int_cover
1996,Fucus,int_cover
1997,Fucus,int_cover
1998,Fucus,int_cover
1999,Fucus,int_cover
2000,Fucus,int_cover
2001,Fucus,int_cover
2002,Fucus,int_cover
2003,Fucus,int_cover
2004,Fucus,int_cover
2005,Fucus,int_cover
2006,Fucus,int_cover
2009,Fucus,int_cover
2010,Fucus,int_cover
2011,Fucus,int_cover
2012,Fucus,int_cover
2013,Fucus,int_cover
2014,Fucus,int_cover
2015,Fucus,int_cover
2016,Fucus,int_cover
2017,Fucus,int_cover
1982,Fucus distichus,int_cover
1983,Fucus distichus,int_cover
1984,Fucus distichus,int_cover
1985,Fucus distichus,int_cover
1986,Fucus distichus,int_cover
1987,Fucus distichus,int_cover
1988,Fucus distichus,int_cover
1989,Fucus distichus,int_cover
1990,Fucus distichus,int_cover
1991,Fucus distichus,int_cover
1992,Fucus distichus,int_cover
1993,Fucus distichus,int_cover
1994,Fucus distichus,int_cover
1995,Fucus distichus,int_cover
1996,Fucus distichus,int_cover
1997,Fucus distichus,int_cover
1998,Fucus distichus,int_cover
1999,Fucus distichus,int_cover
2000,Fucus distichus,int_cover
2001,Fucus distichus,int_cover
2002,Fucus distichus,int_cover
2003,Fucus distichus,int_cover
2004,Fucus distichus,int_cover
2005,Fucus distichus,int_cover
2006,Fucus distichus,int_cover
2008,Fucus distichus,int_cover
2009,Fucus distichus,int_cover
2010,Fucus distichus,int_cover
2011,Fucus distichus,int_cover
2012,Fucus distichus,int_cover
2013,Fucus distichus,int_cover
2014,Fucus distichus,int_cover
2015,Fucus distichus,int_cover
2016,Fucus distichus,int_cover
2017,Fucus distichus,int_cover
1982,Fucus spiralis,int_cover
1983,Fucus spiralis,int_cover
1984,Fucus spiralis,int_cover
1985,Fucus spiralis,int_cover
1986,Fucus spiralis,int_cover
1987,Fucus spiralis,int_cover
1988,Fucus spiralis,int_cover
1989,Fucus spiralis,int_cover
1990,Fucus spiralis,int_cover
1991,Fucus spiralis,int_cover
1992,Fucus spiralis,int_cover
1993,Fucus spiralis,int_cover
1994,Fucus spiralis,int_cover
1995,Fucus spiralis,int_cover
1996,Fucus spiralis,int_cover
1997,Fucus spiralis,int_cover
1998,Fucus spiralis,int_cover
1999,Fucus spiralis,int_cover
2000,Fucus spiralis,int_cover
2001,Fucus spiralis,int_cover
2002,Fucus spiralis,int_cover
2003,Fucus spiralis,int_cover
2004,Fucus spiralis,int_cover
2005,Fucus spiralis,int_cover
2006,Fucus spiralis,int_cover
2009,Fucus spiralis,int_cover
2010,Fucus spiralis,int_cover
2011,Fucus spiralis,int_cover
2012,Fucus spiralis,int_cover
2013,Fucus spiralis,int_cover
2014,Fucus spiralis,int_cover
2015,Fucus spiralis,int_cover
2016,Fucus spiralis,int_cover
2017,Fucus spiralis,int_cover
1982,Fucus vesiculosus,int_cover
1983,Fucus vesiculosus,int_cover
1984,Fucus vesiculosus,int_cover
1985,Fucus vesiculosus,int_cover
1986,Fucus vesiculosus,int_cover
1987,Fucus vesiculosus,int_cover
1988,Fucus vesiculosus,int_cover
1989,Fucus vesiculosus,int_cover
1990,Fucus vesiculosus,int_cover
1991,Fucus vesiculosus,int_cover
1992,Fucus vesiculosus,int_cover
1993,Fucus vesiculosus,int_cover
1994,Fucus vesiculosus,int_cover
1995,Fucus vesiculosus,int_cover
1996,Fucus vesiculosus,int_cover
1997,Fucus vesiculosus,int_cover
1998,Fucus vesiculosus,int_cover
1999,Fucus vesiculosus,int_cover
2000,Fucus vesiculosus,int_cover
2001,Fucus vesiculosus,int_cover
2002,Fucus vesiculosus,int_cover
2003,Fucus vesiculosus,int_cover
2004,Fucus vesiculosus,int_cover
2005,Fucus vesiculosus,int_cover
2006,Fucus vesiculosus,int_cover
2009,Fucus vesiculosus,int_cover
2010,Fucus vesiculosus,int_cover
2011,Fucus vesiculosus,int_cover
2012,Fucus vesiculosus,int_cover
2013,Fucus vesiculosus,int_cover
2014,Fucus vesiculosus,int_cover
2015,Fucus vesiculosus,int_cover
2016,Fucus vesiculosus,int_cover
2017,Fucus vesiculosus,int_cover
1983,Giffordia granulosa,int_cover
1984,Giffordia granulosa,int_cover
1984,Halichondria,int_cover
1985,Halichondria,int_cover
1986,Halichondria,int_cover
1987,Halichondria,int_cover
1988,Halichondria,int_cover
1989,Halichondria,int_cover
1990,Halichondria,int_cover
1991,Halichondria,int_cover
1992,Halichondria,int_cover
1993,Halichondria,int_cover
1994,Halichondria,int_cover
1995,Halichondria,int_cover
1997,Halichondria,int_cover
1998,Halichondria,int_cover
2002,Halichondria,int_cover
2009,Halichondria,int_cover
2010,Halichondria,int_cover
2011,Halichondria,int_cover
1992,Hiatella arctica,int_cover
1994,Hiatella arctica,int_cover
1995,Hiatella arctica,int_cover
1998,Hiatella arctica,int_cover
1999,Hiatella arctica,int_cover
2009,Hiatella arctica,int_cover
2016,Hiatella arctica,int_cover
1982,Hildenbrandia rubra,int_cover
1983,Hildenbrandia rubra,int_cover
1984,Hildenbrandia rubra,int_cover
1985,Hildenbrandia rubra,int_cover
1986,Hildenbrandia rubra,int_cover
1987,Hildenbrandia rubra,int_cover
1988,Hildenbrandia rubra,int_cover
1989,Hildenbrandia rubra,int_cover
1990,Hildenbrandia rubra,int_cover
1991,Hildenbrandia rubra,int_cover
1992,Hildenbrandia rubra,int_cover
1993,Hildenbrandia rubra,int_cover
1994,Hildenbrandia rubra,int_cover
1995,Hildenbrandia rubra,int_cover
1996,Hildenbrandia rubra,int_cover
1997,Hildenbrandia rubra,int_cover
1998,Hildenbrandia rubra,int_cover
1999,Hildenbrandia rubra,int_cover
2000,Hildenbrandia rubra,int_cover
2001,Hildenbrandia rubra,int_cover
2002,Hildenbrandia rubra,int_cover
2003,Hildenbrandia rubra,int_cover
2004,Hildenbrandia rubra,int_cover
2005,Hildenbrandia rubra,int_cover
2006,Hildenbrandia rubra,int_cover
2009,Hildenbrandia rubra,int_cover
2010,Hildenbrandia rubra,int_cover
2011,Hildenbrandia rubra,int_cover
2012,Hildenbrandia rubra,int_cover
2013,Hildenbrandia rubra,int_cover
2014,Hildenbrandia rubra,int_cover
2015,Hildenbrandia rubra,int_cover
2016,Hildenbrandia rubra,int_cover
2017,Hildenbrandia rubra,int_cover
1982,Leathesia marina,int_cover
1984,Leathesia marina,int_cover
1985,Leathesia marina,int_cover
1986,Leathesia marina,int_cover
1987,Leathesia marina,int_cover
1988,Leathesia marina,int_cover
1989,Leathesia marina,int_cover
1990,Leathesia marina,int_cover
1991,Leathesia marina,int_cover
1992,Leathesia marina,int_cover
1993,Leathesia marina,int_cover
1994,Leathesia marina,int_cover
1995,Leathesia marina,int_cover
1996,Leathesia marina,int_cover
1998,Leathesia marina,int_cover
2004,Leathesia marina,int_cover
2006,Leathesia marina,int_cover
2009,Leathesia marina,int_cover
2010,Leathesia marina,int_cover
2011,Leathesia marina,int_cover
2013,Leathesia marina,int_cover
2014,Leathesia marina,int_cover
2015,Leathesia marina,int_cover
1984,Lithophyllum,int_cover
1982,Little round green things,int_cover
1983,Little round green things,int_cover
1984,Little round green things,int_cover
1985,Little round green things,int_cover
1986,Little round green things,int_cover
1992,Little round green things,int_cover
2011,Little round green things,int_cover
1982,Mastocarpus stellatus,int_cover
1983,Mastocarpus stellatus,int_cover
1984,Mastocarpus stellatus,int_cover
1985,Mastocarpus stellatus,int_cover
1986,Mastocarpus stellatus,int_cover
1987,Mastocarpus stellatus,int_cover
1988,Mastocarpus stellatus,int_cover
1989,Mastocarpus stellatus,int_cover
1990,Mastocarpus stellatus,int_cover
1991,Mastocarpus stellatus,int_cover
1992,Mastocarpus stellatus,int_cover
1993,Mastocarpus stellatus,int_cover
1994,Mastocarpus stellatus,int_cover
1995,Mastocarpus stellatus,int_cover
1996,Mastocarpus stellatus,int_cover
1997,Mastocarpus stellatus,int_cover
1998,Mastocarpus stellatus,int_cover
1999,Mastocarpus stellatus,int_cover
2000,Mastocarpus stellatus,int_cover
2001,Mastocarpus stellatus,int_cover
2002,Mastocarpus stellatus,int_cover
2003,Mastocarpus stellatus,int_cover
2004,Mastocarpus stellatus,int_cover
2005,Mastocarpus stellatus,int_cover
2006,Mastocarpus stellatus,int_cover
2008,Mastocarpus stellatus,int_cover
2009,Mastocarpus stellatus,int_cover
2010,Mastocarpus stellatus,int_cover
2011,Mastocarpus stellatus,int_cover
2012,Mastocarpus stellatus,int_cover
2013,Mastocarpus stellatus,int_cover
2014,Mastocarpus stellatus,int_cover
2015,Mastocarpus stellatus,int_cover
2016,Mastocarpus stellatus,int_cover
2017,Mastocarpus stellatus,int_cover
1998,Membranipora membranacea,int_cover
2016,Membranipora membranacea,int_cover
1984,Metridium senile,int_cover
1985,Metridium senile,int_cover
1986,Metridium senile,int_cover
1987,Metridium senile,int_cover
1988,Metridium senile,int_cover
1989,Metridium senile,int_cover
1990,Metridium senile,int_cover
1991,Metridium senile,int_cover
1992,Metridium senile,int_cover
1993,Metridium senile,int_cover
1994,Metridium senile,int_cover
1995,Metridium senile,int_cover
1996,Metridium senile,int_cover
1997,Metridium senile,int_cover
1998,Metridium senile,int_cover
1999,Metridium senile,int_cover
2002,Metridium senile,int_cover
2006,Metridium senile,int_cover
2009,Metridium senile,int_cover
2010,Metridium senile,int_cover
2012,Metridium senile,int_cover
2016,Metridium senile,int_cover
1982,Modiolus modiolus,int_cover
1983,Modiolus modiolus,int_cover
1984,Modiolus modiolus,int_cover
1985,Modiolus modiolus,int_cover
1986,Modiolus modiolus,int_cover
1987,Modiolus modiolus,int_cover
1988,Modiolus modiolus,int_cover
1989,Modiolus modiolus,int_cover
1990,Modiolus modiolus,int_cover
1991,Modiolus modiolus,int_cover
1992,Modiolus modiolus,int_cover
1993,Modiolus modiolus,int_cover
1994,Modiolus modiolus,int_cover
1995,Modiolus modiolus,int_cover
1996,Modiolus modiolus,int_cover
1997,Modiolus modiolus,int_cover
1998,Modiolus modiolus,int_cover
1999,Modiolus modiolus,int_cover
2000,Modiolus modiolus,int_cover
2001,Modiolus modiolus,int_cover
2002,Modiolus modiolus,int_cover
2003,Modiolus modiolus,int_cover
2004,Modiolus modiolus,int_cover
