"","SpecCode","Species","autoctr","StockCode","EcologyRefNo","HabitatsRef","Neritic","SupraLittoralZone","Saltmarshes","LittoralZone","TidePools","Intertidal","SubLittoral","Caves","Oceanic","Epipelagic","Mesopelagic","Bathypelagic","Abyssopelagic","Hadopelagic","Estuaries","Mangroves","MarshesSwamps","CaveAnchialine","Stream","Lakes","Cave","Cave2","Herbivory2","HerbivoryRef","FeedingType","FeedingTypeRef","DietTroph","DietSeTroph","DietTLu","DietseTLu","DietRemark","DietRef","FoodTroph","FoodSeTroph","FoodRemark","FoodRef","AddRems","AssociationRef","Parasitism","Solitary","Symbiosis","Symphorism","Commensalism","Mutualism","Epiphytic","Schooling","SchoolingFrequency","SchoolingLifestage","Shoaling","ShoalingFrequency","ShoalingLifestage","SchoolShoalRef","AssociationsWith","AssociationsRemarks","OutsideHost","OHRemarks","InsideHost","IHRemarks","SubstrateRef","Benthic","Sessile","Mobile","Demersal","Endofauna","Pelagic","Megabenthos","Macrobenthos","Meiobenthos","SoftBottom","Sand","Coarse","Fine","Level","Sloping","Silt","Mud","Ooze","Detritus","Organic","HardBottom","Rocky","Rubble","Gravel","SpecialHabitatRef","Macrophyte","BedsBivalve","BedsRock","SeaGrassBeds","BedsOthers","CoralReefs","ReefExclusive","DropOffs","ReefFlats","Lagoons","Burrows","Tunnels","Crevices","Vents","Seamounts","DeepWaterCorals","Vegetation","Leaves","Stems","Roots","Driftwood","OInverterbrates","OIRemarks","Verterbrates","VRemarks","Pilings","BoatHulls","Corals","SoftCorals","OnPolyp","BetweenPolyps","HardCorals","OnExoskeleton","InterstitialSpaces","Entered","Dateentered","Modified","Datemodified","Expert","Datechecked","TS"
"29",NA,"Emmelichthys nitidus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",1660,"Engraulis australis",1305,1853,189,189,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",189,"selective plankton feeding",189,NA,NA,NA,NA,NA,NA,3,0,"Tentative trophic level derived from 1 + troph of a single food item",NA,"Occur mostly inshore: chiefly in bays, inlets and estuaries, sometimes in lowered salinities, but older fishes tending to move out to sea in winter and back in the spring. Form compact schools. Larval and juvenile anchovy inhabit bays, inlets and brackish estuaries (Ref. 189, 26499).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,3,656294400,2,952473600,NA,NA,NA
"31",23878,"Eptatretus cirrhatus",6681,18983,42339,42339,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",42339,"hunting macrofauna (predator)",NA,NA,NA,NA,NA,NA,NA,5,0.5,"Tentative trophic level derived from 1 + troph of a single food item",NA,"Occurs on soft bottoms of the continental slope (Ref. 7300, 75154).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,75154,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,1030665600,1472,1214956800,NA,NA,NA
"32",NA,"Galaxias Spp. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",4642,"Galeorhinus galeus",2616,4830,9652,12223,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",6390,"hunting macrofauna (predator)",NA,4.34,0.12,4.13,0.61,"Troph of juv./adults from 41 studies.",33559,4.3,0.78,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Occurs on the continental shelf and slope (Ref. 75154).  Demersal piscivore (Ref. 12223).  In the southern waters of Australia, school sharks are found in schools which are of mainly similar sex and similar size.  A great part of the population migrates to the warmer waters of South Australia and New South Wales in the late summer and winter months.  They return to the Bass Strait and the continental shelf around Australia during October or November (Ref. 6390).  The species undertakes long migrations (movements) up to 2,500 km in the northeast Atlantic and to 1,400 km in southern Australia (Ref. 6871).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,807235200,1472,1215734400,NA,NA,NA
"34",46302,"Gastrocyathus gracilis",7364,39018,9003,9003,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",9003,"hunting macrofauna (predator)",9003,NA,NA,NA,NA,NA,NA,3,0,"Tentative trophic level derived from 1 + troph of a single food item",12671,"Found amongst weed at low tide, and on brown algae in the subtidal zone. Appears to be restricted to algal species with strap-like fronds. Feeds mainly on harpacticoid copepods.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,574,980812800,NA,980812800,NA,NA,NA
"35",5321,"Genyagnus monopterygius",10393,5561,42788,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,0.8,"Tentative trophic level derived from 1 + troph of a single food item",NA,"Ranging from estuaries to the continental shelf (Ref. 42788).  Feeds on demersal fishes (Ref. 42788).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,309,1206316800,NA,1206316800,NA,NA,NA
"36",482,"Genypterus blacodes",262,496,6390,26996,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",30530,"hunting macrofauna (predator)",NA,NA,NA,4.22,0.7,NA,30530,4.18,0.76,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Found on the continental shelf and slope (Ref. 75154).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,900028800,1472,1220486400,NA,NA,NA
"37",58348,"Gonorynchus forsteri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",14309,"Helicolenus percoides",6207,14150,6390,30468,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",6390,"hunting macrofauna (predator)",6390,NA,NA,NA,NA,NA,NA,4.01,0.74,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Found on the continental shelf and continental slope (Ref. 75154).  Adult ocean perch are present in depths from 50 m to 750 m.  Two forms of ocean perch are recognised in waters off New South Wales, Australia (Ref. 6390).  They are referred to as 'inshore' and 'offshore' forms based on their preferred depth ranges (Ref. 6390).  The inshore form is dominant in depths less than 300 m and the offshore form is most common in deeper waters (Ref. 30468).
The morphology of ocean perch indicates that they feed by resting on the sea bed and ambushing their prey (Ref. 6390).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,928886400,1472,1226016000,NA,NA,NA
"39",49321,"Hemerocoetes monopterygius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",636,"Heptranchias perlo",586,652,26338,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",33559,"hunting macrofauna (predator)",58748,4.16,0.36,4.06,0.53,"Troph of juv./adults from 1 study.",33559,4.27,0.64,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Found on the outer continental and insular shelves and upper slopes in depths of 100 to 400 (Ref. 11230, 13573, 75154), also inshore and down to 1,000 m (Ref. 6871, 11230).  Feeds on small  sharks and rays, small bony fish, shrimps, crabs, lobsters, squid, and cuttlefish (Ref. 5578).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,891388800,1472,1216771200,NA,NA,NA
"41",637,"Hexanchus griseus",587,653,247,247,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",247,"hunting macrofauna (predator)",247,4.48,0.208,4.14,0.419999986886978,"Troph of adults from 2 studies.",33559,4.42,0.71,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Depth range reported at 0m-2000m.  A deepwater species of the outer continental and insular shelves and upper slopes (Ref. 6871, 75154).  Near bottom, occasionally pelagic, adults usually below 91 m (Ref. 58302).  Juveniles may be found close inshore (Ref. 6871).  Found on the bottom by day, moving to the surface at night to feed, and where it may take longlines set for other species (Ref. 45445).  Depth distribution related to growth and temperature, with juveniles having most shallow records and from colder, poleward regions (Ref. 58302).  Feeds on a wide range of marine organisms, including other sharks, rays, chimaeras, bony fish, squids, crabs, shrimps, carrion, and even seals.  Is a eurytrophic predator that is capable of exploiting a wide range of prey species and habitats (Ref. 26969).  A vertical migrant, it may sit on the bottom  by day, and rise to the surface at night to feed (Ref. 247).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,14,674179200,303,1373414400,NA,NA,NA
"42",46324,"Hippocampus abdominalis",7382,39036,30915,52034,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",30915,"selective plankton feeding",NA,3.41,NA,NA,NA,"Troph of adults from 1 study.",73407,3.35,0.5,"Trophic level estimated from a number of food items using a randomized resampling routine.",73407,"Found among algae, seagrasses and rocky reefs in shallow water; attached to sponges and colonial hydroids in deeper water; also around jetty piles and other man-made objects (Ref. 30915).  No differences in diet between male and female seahorses; smaller seahorses consumed a greater amount of crustaceans than larger seahorses; amphipod consumption peaking in spring and summer, and decapod consumption lowest in autumn (Ref. 73407).  Observed hunting among the algal blades for prey as well as the surrounding substratum while hitched to the macroalgae, e.g., hunting the epibenthic swarming mysid <i>Tenagomysis similis</i>  over sand while attached to the macroalgae fringing sand (Ref. 73407).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,73407,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1,934848000,309,1214784000,NA,NA,NA
"43",14346,"Hoplichthys haswelli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",13146,"Hydrolagus novaezealandiae",5951,13472,26346,26346,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",26346,"hunting macrofauna (predator)",26346,NA,NA,NA,NA,NA,NA,3.52,0.46,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Inhabits the outer continental shelf and upper slope. Feeds on crustaceans, shellfish, worms and small fish.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,574,979171200,NA,979171200,NA,NA,NA
"45",496,"Hyperoglyphe antarctica",517,512,6390,6390,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",6390,"hunting macrofauna (predator)",6390,NA,NA,NA,NA,NA,NA,3.95,0.57,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Generally, blue eye remain close to the sea bed during the day and move up in the water column at night, following concentrations of food (Ref. 6390). The fish are found over rough ground and at the edges of canyons and steep drop-offs. Blue eye appear to prefer cold water as part of their general behaviour (Ref. 6390).
Juveniles inhabit surface waters, sometimes in association with floating debris (Ref. 6390). Fish move to the deeper demersal habitat at about 2 years of age when 47-50 cm long (Ref. 7128).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,928454400,NA,952473600,NA,NA,NA
"46",47008,"Hypoplectrodes huntii",7509,39590,26966,NA,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",26966,"hunting macrofauna (predator)",26966,4.09,NA,3.79,0.53,"Troph of adults from 1 study.",26966,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,911520000,NA,975801600,NA,NA,NA
"47",13135,"Hyporhamphus ihi",5947,13456,26966,26966,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",26966,"selective plankton feeding",26966,3.2,0.26,3.15,0.28,"Troph of juv./adults from 1 study.",26966,3.22,0.38,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Occurs in inshore waters.  Forms schools for spawning during mid summer (Ref. 9258).  Feeds mainly on larger zooplankton like mysids, crab larvae and polychaete larvae (Ref. 26966).",NA,0,0,0,0,0,0,0,-1,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,904262400,309,1189555200,NA,NA,NA
"48",12920,"Kathetostoma giganteum",12081,13253,114837,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",114837,"hunting macrofauna (predator)",114837,NA,NA,NA,NA,NA,NA,4.21,0.58,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2495,1491350400,NA,1491350400,NA,NA,NA
"49",107,"Katsuwonus pelamis",212,121,168,168,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",168,"hunting macrofauna (predator)",168,4.43,0.474,NA,NA,"Troph of juv./adults from 2 studies.",66322,4.03,0.64,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Aggregations of this species tend to be associated with convergence, boundaries between cold and warm water masses (i.e., the polar front), upwelling and other hydrographic discontinuities. Normally inhabit waters with surface temperatures of 20<b0>C to 30<b0>C (Ref. 28951). However, adults are sometimes present in waters as cold as 15<b0>C (Ref. 168, 28950). Stay near the surface at night. School near the surface with birds, drifting objects, whales, sharks, and other tuna species and shows characteristic behaviors like jumping, feeding and foaming. Opportunistic feeders preying on any forage available. The feeding activity peaks in the early morning and in the late afternoon.
Skipjack tuna also need a dissolved oxygen level of 2.5 ml per liter of sea water to maintain a minimum swimming speed, and require higher levels when active (Ref. 28952). This requirement generally restricts skipjack tuna to water above the thermocline and in some areas, such as the eastern Pacific, may exclude them from surface waters (Ref. 28952).
The warm East Australian Current distributes skipjack tuna larvae into subtropical waters off eastern Australia (Ref. 28956). The larvae are generally limited to the upper 50 m of water and are most common in the sub-surface layers (Ref. 6390). Juvenile skipjack tuna less than 15 cm TL inhabit the same areas as larvae but generally move to cooler waters as they grow to maturity (Ref. 28956).
There is little information on migration patterns for skipjack tuna in Australian waters. Skipjack tuna tagged in the Coral Sea, off Norfolk Island and off New South Wales have been recovered in waters off the Solomon Islands, New Caledonia, French Polynesia and New Zealand (Ref. 28959). The recapture in Australian waters of a few fish tagged in New Zealand and Papua New Guinea indicates that there could also be significant movement of skipjack tuna into the Australian Fishing Zone from the greater South Pacific (Ref. 6390).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,656294400,309,1217462400,NA,NA,NA
"50",12723,"Kyphosus sydneyanus",5812,13058,26966,26966,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,"mainly plants/detritus (troph. 2-2.19)",26966,"browsing on substrate",26966,2,NA,2,0,"Troph of adults from 1 study.",28015,2,0,"Trophic level and s.e. inferred from exclusive plant/detritus food items.",NA,"Occurs inshore (Ref. 75154).  Exclusively herbivorous and feeds mainly on large brown algae (Ref. 26966).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,911779200,1472,1228780800,NA,NA,NA
"51",12960,"Latridopsis ciliaris",5877,13285,26966,26966,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",26966,"hunting macrofauna (predator)",26966,3.25,NA,3.19,0.4,"Troph of adults from 1 study.",26966,NA,NA,NA,NA,"Found on the continental shelf (Ref. 75154).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,911865600,1472,1228953600,NA,NA,NA
"52",NA,"Latridopsis forsteri ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,"Latris lineata ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",28232,"Lepidotrigla brachyoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",46162,"Leptonotus norae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
