"","NETWORK.x","PI.x","YEAR_MONTH_DAY_TRANSECT","YEAR.x","MONTH.x","DAY.x","SITE.x","TRANSECT.x","SP_CODE","QUAD","SIDE","FISH.SIZE","COUNT","AREA","GROUP","DIVISION.FAMILY","COMMON.DIVISION.NAME","SIZE","COMMON.NAME","KINGDOM","PHYLUM","CLASS","ORDER","FAMILY","GENUS","SPECIES","SAMPLING_METHOD","NOTES","BLADE_LENGTH_CM","WIDTH_CM","STIPE_LENGTH_CM","WET_WEIGHT","DRY_WEIGHT","PERCENT_COVER","NETWORK.y","PI.y","YEAR.y","MONTH.y","DAY.y","SITE.y","TRANSECT.y","START_LATITUDE","START_LONGITUDE","END_LATITUDE","END_LONGITUDE","START_DEPTH_M","END_DEPTH_M","TEMPERATURE_C","VISIBILITY_M"
"227","KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","PHGU","16","O",NA,1,1,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Broad Cove",42.989987014,-70.611166991,42.989742011,-70.610920982,6,8.4,9,5
"228","KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","PHGU","24","I",NA,0,1,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Broad Cove",42.989987014,-70.611166991,42.989742011,-70.610920982,6,8.4,9,5
"229","KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","PHGU","32","O",NA,0,1,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Broad Cove",42.989987014,-70.611166991,42.989742011,-70.610920982,6,8.4,9,5
"230","KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","PHGU","40","I",NA,0,1,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Broad Cove",42.989987014,-70.611166991,42.989742011,-70.610920982,6,8.4,9,5
"231","KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","PHGU","8","I",NA,0,1,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Broad Cove",42.989987014,-70.611166991,42.989742011,-70.610920982,6,8.4,9,5
"232","KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","SDS","0","O",NA,0,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Broad Cove",42.989987014,-70.611166991,42.989742011,-70.610920982,6,8.4,9,5
"233","KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","SDS","16","O",NA,0,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Broad Cove",42.989987014,-70.611166991,42.989742011,-70.610920982,6,8.4,9,5
"234","KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","SDS","24","I",NA,0,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Broad Cove",42.989987014,-70.611166991,42.989742011,-70.610920982,6,8.4,9,5
"235","KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","SDS","32","O",NA,5,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Broad Cove",42.989987014,-70.611166991,42.989742011,-70.610920982,6,8.4,9,5
"236","KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","SDS","40","I",NA,8,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Broad Cove",42.989987014,-70.611166991,42.989742011,-70.610920982,6,8.4,9,5
"237","KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","SDS","8","I",NA,0,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Broad Cove",42.989987014,-70.611166991,42.989742011,-70.610920982,6,8.4,9,5
"238","KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","SL","0","O",NA,29,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Broad Cove",42.989987014,-70.611166991,42.989742011,-70.610920982,6,8.4,9,5
"239","KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","SL","16","O",NA,36,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Broad Cove",42.989987014,-70.611166991,42.989742011,-70.610920982,6,8.4,9,5
"240","KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","SL","24","I",NA,20,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Broad Cove",42.989987014,-70.611166991,42.989742011,-70.610920982,6,8.4,9,5
"241","KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","SL","32","O",NA,15,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Broad Cove",42.989987014,-70.611166991,42.989742011,-70.610920982,6,8.4,9,5
"242","KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","SL","40","I",NA,2,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Broad Cove",42.989987014,-70.611166991,42.989742011,-70.610920982,6,8.4,9,5
"243","KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","SL","8","I",NA,32,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Broad Cove",42.989987014,-70.611166991,42.989742011,-70.610920982,6,8.4,9,5
"244","KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","SLJ","0","O",NA,1,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Broad Cove",42.989987014,-70.611166991,42.989742011,-70.610920982,6,8.4,9,5
"245","KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","SLJ","16","O",NA,0,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Broad Cove",42.989987014,-70.611166991,42.989742011,-70.610920982,6,8.4,9,5
"246","KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","SLJ","24","I",NA,0,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Broad Cove",42.989987014,-70.611166991,42.989742011,-70.610920982,6,8.4,9,5
"247","KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","SLJ","32","O",NA,3,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Broad Cove",42.989987014,-70.611166991,42.989742011,-70.610920982,6,8.4,9,5
"248","KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","SLJ","40","I",NA,8,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Broad Cove",42.989987014,-70.611166991,42.989742011,-70.610920982,6,8.4,9,5
"249","KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","SLJ","8","I",NA,3,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Broad Cove",42.989987014,-70.611166991,42.989742011,-70.610920982,6,8.4,9,5
"250","KEEN ONE","Byrnes","2014_7_18_Norwegian Cove",2014,7,18,"NE Appledore","Norwegian Cove","AGCL","0","O",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Norwegian Cove",42.990710959,-70.610730965,42.991084037,-70.610600039,9.8,10.1,9,4.5
"251","KEEN ONE","Byrnes","2014_7_18_Norwegian Cove",2014,7,18,"NE Appledore","Norwegian Cove","AGCL","16","O",NA,2,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Norwegian Cove",42.990710959,-70.610730965,42.991084037,-70.610600039,9.8,10.1,9,4.5
"252","KEEN ONE","Byrnes","2014_7_18_Norwegian Cove",2014,7,18,"NE Appledore","Norwegian Cove","AGCL","24","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Norwegian Cove",42.990710959,-70.610730965,42.991084037,-70.610600039,9.8,10.1,9,4.5
"253","KEEN ONE","Byrnes","2014_7_18_Norwegian Cove",2014,7,18,"NE Appledore","Norwegian Cove","AGCL","32","O",NA,6,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Norwegian Cove",42.990710959,-70.610730965,42.991084037,-70.610600039,9.8,10.1,9,4.5
"254","KEEN ONE","Byrnes","2014_7_18_Norwegian Cove",2014,7,18,"NE Appledore","Norwegian Cove","AGCL","40","I",NA,1,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Norwegian Cove",42.990710959,-70.610730965,42.991084037,-70.610600039,9.8,10.1,9,4.5
"255","KEEN ONE","Byrnes","2014_7_18_Norwegian Cove",2014,7,18,"NE Appledore","Norwegian Cove","AGCL","8","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Norwegian Cove",42.990710959,-70.610730965,42.991084037,-70.610600039,9.8,10.1,9,4.5
"256","KEEN ONE","Byrnes","2014_7_18_Norwegian Cove",2014,7,18,"NE Appledore","Norwegian Cove","ASFO","0","O",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias forbesi","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Norwegian Cove",42.990710959,-70.610730965,42.991084037,-70.610600039,9.8,10.1,9,4.5
"257","KEEN ONE","Byrnes","2014_7_18_Norwegian Cove",2014,7,18,"NE Appledore","Norwegian Cove","ASFO","16","O",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias forbesi","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Norwegian Cove",42.990710959,-70.610730965,42.991084037,-70.610600039,9.8,10.1,9,4.5
"258","KEEN ONE","Byrnes","2014_7_18_Norwegian Cove",2014,7,18,"NE Appledore","Norwegian Cove","ASFO","24","I",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias forbesi","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Norwegian Cove",42.990710959,-70.610730965,42.991084037,-70.610600039,9.8,10.1,9,4.5
"259","KEEN ONE","Byrnes","2014_7_18_Norwegian Cove",2014,7,18,"NE Appledore","Norwegian Cove","ASFO","32","O",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias forbesi","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Norwegian Cove",42.990710959,-70.610730965,42.991084037,-70.610600039,9.8,10.1,9,4.5
"260","KEEN ONE","Byrnes","2014_7_18_Norwegian Cove",2014,7,18,"NE Appledore","Norwegian Cove","ASFO","40","I",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias forbesi","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Norwegian Cove",42.990710959,-70.610730965,42.991084037,-70.610600039,9.8,10.1,9,4.5
"261","KEEN ONE","Byrnes","2014_7_18_Norwegian Cove",2014,7,18,"NE Appledore","Norwegian Cove","ASFO","8","I",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias forbesi","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Norwegian Cove",42.990710959,-70.610730965,42.991084037,-70.610600039,9.8,10.1,9,4.5
"262","KEEN ONE","Byrnes","2014_7_18_Norwegian Cove",2014,7,18,"NE Appledore","Norwegian Cove","ASRU","0","O",NA,2,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Norwegian Cove",42.990710959,-70.610730965,42.991084037,-70.610600039,9.8,10.1,9,4.5
"263","KEEN ONE","Byrnes","2014_7_18_Norwegian Cove",2014,7,18,"NE Appledore","Norwegian Cove","ASRU","16","O",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Norwegian Cove",42.990710959,-70.610730965,42.991084037,-70.610600039,9.8,10.1,9,4.5
"264","KEEN ONE","Byrnes","2014_7_18_Norwegian Cove",2014,7,18,"NE Appledore","Norwegian Cove","ASRU","24","I",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Norwegian Cove",42.990710959,-70.610730965,42.991084037,-70.610600039,9.8,10.1,9,4.5
"265","KEEN ONE","Byrnes","2014_7_18_Norwegian Cove",2014,7,18,"NE Appledore","Norwegian Cove","ASRU","32","O",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Norwegian Cove",42.990710959,-70.610730965,42.991084037,-70.610600039,9.8,10.1,9,4.5
"266","KEEN ONE","Byrnes","2014_7_18_Norwegian Cove",2014,7,18,"NE Appledore","Norwegian Cove","ASRU","40","I",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Norwegian Cove",42.990710959,-70.610730965,42.991084037,-70.610600039,9.8,10.1,9,4.5
"267","KEEN ONE","Byrnes","2014_7_18_Norwegian Cove",2014,7,18,"NE Appledore","Norwegian Cove","ASRU","8","I",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Norwegian Cove",42.990710959,-70.610730965,42.991084037,-70.610600039,9.8,10.1,9,4.5
"268","KEEN ONE","Byrnes","2014_7_18_Norwegian Cove",2014,7,18,"NE Appledore","Norwegian Cove","BLD","0","O",NA,0,1,"Algae","Phaeophyta","Brown Algae","juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Norwegian Cove",42.990710959,-70.610730965,42.991084037,-70.610600039,9.8,10.1,9,4.5
"269","KEEN ONE","Byrnes","2014_7_18_Norwegian Cove",2014,7,18,"NE Appledore","Norwegian Cove","BLD","16","O",NA,0,1,"Algae","Phaeophyta","Brown Algae","juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Norwegian Cove",42.990710959,-70.610730965,42.991084037,-70.610600039,9.8,10.1,9,4.5
"270","KEEN ONE","Byrnes","2014_7_18_Norwegian Cove",2014,7,18,"NE Appledore","Norwegian Cove","BLD","24","I",NA,1,1,"Algae","Phaeophyta","Brown Algae","juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Norwegian Cove",42.990710959,-70.610730965,42.991084037,-70.610600039,9.8,10.1,9,4.5
"271","KEEN ONE","Byrnes","2014_7_18_Norwegian Cove",2014,7,18,"NE Appledore","Norwegian Cove","BLD","32","O",NA,0,1,"Algae","Phaeophyta","Brown Algae","juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Norwegian Cove",42.990710959,-70.610730965,42.991084037,-70.610600039,9.8,10.1,9,4.5
"272","KEEN ONE","Byrnes","2014_7_18_Norwegian Cove",2014,7,18,"NE Appledore","Norwegian Cove","BLD","40","I",NA,0,1,"Algae","Phaeophyta","Brown Algae","juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Norwegian Cove",42.990710959,-70.610730965,42.991084037,-70.610600039,9.8,10.1,9,4.5
"273","KEEN ONE","Byrnes","2014_7_18_Norwegian Cove",2014,7,18,"NE Appledore","Norwegian Cove","BLD","8","I",NA,0,1,"Algae","Phaeophyta","Brown Algae","juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Norwegian Cove",42.990710959,-70.610730965,42.991084037,-70.610600039,9.8,10.1,9,4.5
"274","KEEN ONE","Byrnes","2014_7_18_Norwegian Cove",2014,7,18,"NE Appledore","Norwegian Cove","CABO","0","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Norwegian Cove",42.990710959,-70.610730965,42.991084037,-70.610600039,9.8,10.1,9,4.5
"275","KEEN ONE","Byrnes","2014_7_18_Norwegian Cove",2014,7,18,"NE Appledore","Norwegian Cove","CABO","16","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Norwegian Cove",42.990710959,-70.610730965,42.991084037,-70.610600039,9.8,10.1,9,4.5
"276","KEEN ONE","Byrnes","2014_7_18_Norwegian Cove",2014,7,18,"NE Appledore","Norwegian Cove","CABO","24","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Norwegian Cove",42.990710959,-70.610730965,42.991084037,-70.610600039,9.8,10.1,9,4.5
"277","KEEN ONE","Byrnes","2014_7_18_Norwegian Cove",2014,7,18,"NE Appledore","Norwegian Cove","CABO","32","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Norwegian Cove",42.990710959,-70.610730965,42.991084037,-70.610600039,9.8,10.1,9,4.5
"278","KEEN ONE","Byrnes","2014_7_18_Norwegian Cove",2014,7,18,"NE Appledore","Norwegian Cove","CABO","40","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Norwegian Cove",42.990710959,-70.610730965,42.991084037,-70.610600039,9.8,10.1,9,4.5
"279","KEEN ONE","Byrnes","2014_7_18_Norwegian Cove",2014,7,18,"NE Appledore","Norwegian Cove","CABO","8","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_quads",NA,NA,NA,NA,NA,NA,NA,"KEEN ONE","Byrnes",2014,7,18,"NE Appledore","Norwegian Cove",42.990710959,-70.610730965,42.991084037,-70.610600039,9.8,10.1,9,4.5
